district_id,state_id,district_name,sites_total,sites_govt,sites_pvt,sessions_total,sessions_govt,sessions_pvt,total_vaccination,male_vaccination,female_vaccination,other_vaccination,18_30_vaccination,30_45_vaccination,45_60_vaccination,60+_vaccination,covishield,covaxin,dose1,dose2,aefi
576,31,Nagapattinam,33,30,3,12710,12410,300,60971,34913,26051,7,,,27083,18320,73395,9033,60971,21457,1
597,32,Nagarkurnool,16,16,0,1675,1675,0,92118,43640,48437,41,,,51178,35771,98931,10395,92118,17208,3
532,29,Nagaur,47,47,0,5940,5940,0,750935,370666,380152,117,,,354084,321850,938150,15097,750935,202312,12
365,21,Nagpur,322,302,20,74820,72520,2300,999963,535279,464518,166,,,468768,366734,1183436,82270,999963,265743,138
709,35,Nainital,38,34,4,9700,9200,500,213800,110753,102961,86,,,92482,74909,271746,8782,213800,66728,10
90,5,Nalanda,44,44,0,10084,10084,0,293460,153982,139426,52,,,95137,126950,343938,8137,293460,58615,0
52,4,Nalbari,6,5,1,690,590,100,65826,36904,28910,12,,,33738,18040,72144,8604,65826,14922,1
598,32,Nalgonda,11,7,4,2300,1900,400,118579,61850,56718,11,,,63061,41198,140580,7375,118579,29376,1
558,31,Namakkal,61,55,6,17117,16517,600,145897,76128,69742,27,,,66997,48508,171809,22323,145897,48235,1
36,3,Namsai,0,0,0,0,0,0,16830,9062,7768,0,,,9053,3954,21345,0,16830,4515,13
382,21,Nanded,384,378,6,46500,45900,600,345997,186708,159250,39,,,154435,133132,317039,101282,345997,72324,15
729,36,Nandigram HD (East Medinipore),36,36,0,9800,9800,0,262108,137893,124186,29,,,115004,123397,315121,36511,262108,89524,12
387,21,Nandurbar,99,96,3,36770,36470,300,196311,104520,91768,23,,,92555,54186,211578,31521,196311,46788,13
613,32,Narayanpet,15,15,0,6400,6400,0,31364,15369,15987,8,,,17083,10865,34294,3964,31364,6894,3
129,7,Narayanpur,14,14,0,1610,1610,0,22694,12725,9967,2,,,11420,4251,27738,1637,22694,6681,15
184,11,Narmada,61,61,0,8570,8570,0,137221,69652,67547,22,,,70751,53423,150677,30608,137221,44064,25
352,20,Narsinghpur,26,26,0,3950,3950,0,115273,64499,50765,9,,,49858,46781,133485,8944,115273,27156,2
389,21,Nashik,80,63,17,9040,6940,2100,743548,410806,332642,100,,,352480,272283,851251,99894,743548,207597,34
164,11,Navsari,149,147,2,16630,16430,200,282053,135800,146232,21,,,127238,125859,297368,104612,282053,119927,10
92,5,Nawada,89,88,1,37150,37050,100,170635,88756,81851,28,,,58203,70998,201939,7089,170635,38393,4
462,26,Nayagarh,3,3,0,2400,2400,0,115104,62116,52978,10,,,46171,61656,139897,0,115104,24793,1
323,20,Neemuch,0,0,0,0,0,0,96315,53548,42754,13,,,42460,33517,109217,8510,96315,21412,2
140,9,New Delhi,57,51,6,9648,7730,1918,331739,201810,129887,42,,,160779,71003,258780,203018,331739,130059,58
3,1,Nicobar,3,3,0,300,300,0,8611,4530,4081,0,,,4926,2708,10516,0,8611,1905,0
577,31,Nilgiris,91,85,6,20380,19780,600,132489,64005,68472,12,,,65120,45706,163703,15192,132489,46406,0
599,32,Nirmal,47,46,1,5600,5500,100,123413,57952,65442,19,,,82615,34908,128657,14337,123413,19581,6
600,32,Nizamabad,58,46,12,8511,7300,1211,151558,75497,76037,24,,,85214,49571,171243,13283,151558,32968,6
412,22,Noney,3,3,0,500,500,0,5530,3683,1845,2,,,2016,948,7458,0,5530,1928,0
730,36,North 24 Parganas,107,105,2,28200,27800,400,820946,455152,365692,102,,,348332,351105,989060,139394,820946,307508,25
1,1,North and Middle Andaman,3,3,0,300,300,0,31536,16760,14773,3,,,17694,10951,34816,0,31536,3280,0
146,9,North Delhi,63,61,2,8120,7920,200,295292,172329,122898,65,,,104517,70536,236839,135793,295292,77340,67
147,9,North East Delhi,55,55,0,8250,8250,0,241581,144004,97509,68,,,88768,48437,229058,84239,241581,71716,24
423,23,North Garo Hills,13,13,0,1750,1750,0,14572,6931,7641,0,,,8464,3261,18211,0,14572,3639,5
151,10,North Goa,30,23,7,14310,13340,970,189181,98656,90514,11,,,77034,64554,229355,5219,189181,45393,409
537,30,North Sikkim,3,3,0,900,900,0,10835,6148,4685,2,,,5661,2900,15376,0,10835,4541,19
617,33,North Tripura,4,4,0,500,500,0,111077,57040,54021,16,,,65231,37539,182594,0,111077,71517,6
143,9,North West Delhi,88,65,23,13645,10375,3270,489817,273939,215805,73,,,188574,133481,425993,202239,489817,138415,44
465,26,Nuapada,23,23,0,2310,2310,0,67525,33886,33628,11,,,28560,32913,83704,0,67525,16179,5
205,12,Nuh,53,53,0,9200,9200,0,61518,34192,27310,16,,,18916,18658,63224,5343,61518,7049,7
381,21,Osmanabad,0,0,0,0,0,0,205553,112657,92864,32,,,78086,91701,199051,49278,205553,42776,4
19,3,Pakke Kessang,1,1,0,120,120,0,4014,2092,1920,2,,,2367,506,5359,0,4014,1345,0
261,15,Pakur,25,25,0,6000,6000,0,81069,39618,41442,9,,,28079,31733,85574,12208,81069,16713,4
308,17,Palakkad,59,59,0,3020,3020,0,429009,197342,231607,60,,,160474,215152,541453,32179,429009,144623,258
246,15,Palamu,111,110,1,17110,17070,40,208358,112135,96181,42,,,70048,96489,192870,51307,208358,35819,3
564,31,Palani,47,39,8,5911,5111,800,63292,32526,30762,4,,,29173,17046,76269,6612,63292,19589,0
394,21,Palghar,31,25,6,10775,10075,700,263387,141218,122145,24,,,118862,88438,312013,19541,263387,68167,14
529,29,Pali,58,58,0,16915,16915,0,399971,209627,190292,52,,,141322,180148,484827,9818,399971,94674,35
207,12,Palwal,87,85,2,24740,24540,200,183598,99502,84045,51,,,64368,71662,142818,60688,183598,19908,18
187,12,Panchkula,30,20,10,5970,4970,1000,167955,90697,77224,34,,,59485,54065,183795,32163,167955,48003,92
185,11,Panchmahal,32,32,0,4080,4080,0,304911,153883,150979,49,,,147583,131249,348791,78092,304911,121972,1
195,12,Panipat,27,23,4,3380,2980,400,172404,94884,77482,38,,,68349,59306,168891,35002,172404,31489,31
326,20,Panna,20,20,0,4450,4450,0,66386,37234,29147,5,,,27428,23685,72946,5099,66386,11659,18
39,3,Papum Pare,1,1,0,100,100,0,12925,8264,4661,0,,,5220,1631,17440,0,12925,4515,32
573,31,Paramakudi,43,43,0,5950,5950,0,43953,18914,25035,4,,,20621,16205,50781,3180,43953,10008,1
385,21,Parbhani,43,41,2,6965,6765,200,210422,113379,97016,27,,,85593,85105,199833,56121,210422,45532,7
731,36,Paschim Medinipore,110,110,0,20180,20180,0,410523,232647,177844,32,,,165000,181311,514137,66832,410523,170446,18
161,11,Patan,110,110,0,12624,12624,0,205446,106415,99005,26,,,92250,84058,229568,46452,205446,70574,10
300,17,Pathanamthitta,91,87,4,12465,11765,700,389275,172203,217018,54,,,137299,216269,486543,36007,389275,133275,29
486,28,Pathankot,61,60,1,18650,18200,450,144850,76462,68374,14,,,70335,57907,155777,17883,144850,28810,1
494,28,Patiala,54,53,1,12320,12170,150,243855,138183,105658,14,,,106818,91457,262263,21052,243855,39460,11
97,5,Patna,201,199,2,86134,85834,300,701341,408559,292679,103,,,277659,212436,488191,431868,701341,218718,34
698,35,Pauri Garhwal,33,33,0,6679,6679,0,163729,77232,86466,31,,,68577,71241,207819,2333,163729,46423,32
601,32,Peddapalli,28,28,0,3101,3101,0,100252,50689,49547,16,,,55121,38514,106061,15186,100252,20995,3
570,31,Perambalur,45,42,3,6609,6309,300,36323,17922,18399,2,,,15593,12172,44399,2461,36323,10537,7
435,25,Peren,8,8,0,800,800,0,7782,4752,3030,0,,,2773,1394,9759,0,7782,1977,0
443,25,Phek,5,5,0,750,750,0,12718,7734,4982,2,,,4539,2913,17442,0,12718,4724,3
411,22,Pherzawl,3,3,0,300,300,0,3741,1830,1911,0,,,1431,1046,4450,0,3741,709,0
680,34,Pilibhit,53,52,1,9840,9740,100,164249,88304,75921,24,,,76210,76515,175749,28544,164249,40044,15
706,35,Pithoragarh,35,35,0,6040,6040,0,97107,47835,49244,28,,,39151,33719,123320,2416,97107,28629,2
575,31,Poonamallee,24,24,0,5050,5050,0,58211,33139,25065,7,,,26438,19666,73573,4140,58211,19502,1
238,14,Poonch,65,65,0,9100,9100,0,98716,56055,42653,8,,,54534,35728,115649,0,98716,16933,2
172,11,Porbandar,38,37,1,4480,4380,100,150420,76873,73534,13,,,73831,59016,182666,43749,150420,75995,0
12,2,Prakasam,93,91,2,43800,43600,200,443469,231702,211709,58,,,212630,164763,485679,129186,443469,171396,28
522,29,Pratapgarh,44,44,0,21100,21100,0,135402,70679,64703,20,,,42834,48884,159934,2903,135402,27435,4
682,34,Pratapgarh,143,143,0,34320,34320,0,149096,81171,67894,31,,,70323,66145,175167,19554,149096,45625,5
624,34,Prayagraj,113,106,7,27283,26583,700,427333,255457,171765,111,,,151820,121366,475396,52457,427333,100520,11
475,27,Puducherry,41,40,1,8694,8594,100,157046,81254,75771,21,,,62786,48003,197940,0,157046,40894,4
546,31,Pudukkottai,52,50,2,10051,9851,200,53825,27794,26024,7,,,27867,17286,62259,7895,53825,16329,1
227,14,Pulwama,17,16,1,815,805,10,106001,65052,40937,12,,,52750,38598,127872,0,106001,21871,7
363,21,Pune,397,338,59,53993,36954,17039,2138425,1136164,1002008,253,,,995289,801453,2424608,272281,2138425,558464,99
732,36,Purba Medinipore,13,13,0,2600,2600,0,360990,192570,168388,32,,,148735,173362,493864,44022,360990,176896,423
463,26,Puri,2,0,2,200,0,200,247508,132618,114845,45,,,110956,107121,292964,0,247508,45456,6
73,5,Purnia,69,67,2,8590,8390,200,297109,157618,139417,74,,,116826,102165,329848,17181,297109,49920,3
733,36,Purulia,67,67,0,13430,13430,0,231851,135704,96124,23,,,96982,85362,267087,55782,231851,91018,8
681,34,Raebareli,39,39,0,4515,4515,0,129043,70234,58786,23,,,55861,57981,145908,11564,129043,28429,5
284,16,Raichur,156,156,0,15535,15535,0,186701,88019,98658,24,,,92297,72195,181969,63226,186701,58494,58
393,21,Raigad,227,207,20,33710,31090,2620,341656,190934,150689,33,,,159376,111501,375473,45562,341656,79379,40
130,7,Raigarh,135,134,1,24170,23970,200,376431,183804,192589,38,,,213299,137318,465671,18048,376431,107288,21
109,7,Raipur,69,61,8,9255,8455,800,383710,203685,180001,24,,,205928,115641,469214,32367,383710,117871,5
359,20,Raisen,26,26,0,3170,3170,0,118369,67230,51113,26,,,55304,41641,122228,16475,118369,20334,2
602,32,Rajanna Sircilla,16,16,0,3600,3600,0,105072,48952,56085,35,,,60358,39267,103315,13081,105072,11324,6
358,20,Rajgarh,32,32,0,4990,4990,0,140233,75375,64842,16,,,54359,60135,156103,10958,140233,26828,1
173,11,Rajkot,97,97,0,11966,11966,0,264437,137364,127054,19,,,128801,112055,343944,15297,264437,94804,50
775,11,Rajkot Corporation,137,130,7,24890,24190,700,437232,240981,196205,46,,,136796,104109,529454,35559,437232,127781,5
131,7,Rajnandgaon,133,126,7,14180,13480,700,298133,142606,155501,26,,,177170,100533,327785,11871,298133,41523,7
237,14,Rajouri,74,74,0,24200,24200,0,112377,65371,46995,11,,,56175,40315,135010,0,112377,22633,1
518,29,Rajsamand,60,60,0,14550,14550,0,223285,108551,114695,39,,,87654,105334,274384,8132,223285,59231,32
292,16,Ramanagara,112,111,1,12700,12600,100,214436,97739,116658,39,,,99353,97936,235428,30643,214436,51635,24
567,31,Ramanathapuram,31,31,0,13150,13150,0,32315,16293,16019,3,,,15090,9760,34983,6840,32315,9508,2
235,14,Ramban,58,58,0,8385,8385,0,68615,41174,27435,6,,,40435,20758,87061,0,68615,18446,1
254,15,Ramgarh,24,24,0,5980,5980,0,109066,61906,47144,16,,,48442,28984,118682,12311,109066,21927,23
683,34,Rampur,36,35,1,4200,4100,100,107849,57788,50051,10,,,53814,43208,119275,23469,107849,34895,48
734,36,Rampurhat HD (Birbhum),36,36,0,7390,7390,0,165956,87983,77950,23,,,72804,64062,193596,19011,165956,46651,3
240,15,Ranchi,89,76,13,12620,11120,1500,325815,184731,141048,36,,,137783,98446,343704,72147,325815,90036,317
603,32,Rangareddy,69,44,25,8933,5150,3783,349813,191444,158327,42,,,174774,122648,410812,51687,349813,112863,34
781,31,Ranipet,54,54,0,11280,11280,0,52783,30658,22119,6,,,25629,13586,57473,8961,52783,13651,1
322,20,Ratlam,14,12,2,2010,1660,350,141550,76227,65310,13,,,68060,48485,156570,18544,141550,33564,9
372,21,Ratnagiri,89,87,2,14460,14260,200,196623,106994,89616,13,,,74065,63470,191264,59500,196623,54141,24
471,26,Rayagada,27,26,1,4420,4320,100,119879,57347,62505,27,,,54925,52136,153418,0,119879,33539,14
239,14,Reasi,106,105,1,6840,6740,100,70788,41806,28972,10,,,38986,22826,84793,0,70788,14005,9
316,20,Rewa,21,21,0,2600,2600,0,301549,165828,135679,42,,,123865,131554,339012,16361,301549,53824,30
202,12,Rewari,10,10,0,1810,1810,0,173662,93007,80637,18,,,63196,72683,194452,16687,173662,37477,206
417,23,Ri-Bhoi,27,27,0,4530,4530,0,29767,16378,13386,3,,,12660,5019,33939,0,29767,4172,43
192,12,Rohtak,42,39,3,4226,3926,300,171910,91730,80152,28,,,61285,67533,182238,25296,171910,35624,64
81,5,Rohtas,64,63,1,13565,13465,100,220107,124606,95471,30,,,72110,88742,262656,2709,220107,45258,5
700,35,Rudraprayag,16,16,0,2100,2100,0,72060,33384,38650,26,,,27729,25051,89470,2297,72060,19707,5
497,28,Rup Nagar,46,46,0,6660,6660,0,64980,37861,27111,8,,,31943,22928,68628,8937,64980,12585,3
162,11,Sabarkantha,64,64,0,8020,8020,0,289739,150607,139077,55,,,134829,122704,372540,26576,289739,109377,11
317,20,Sagar,139,134,5,26800,26300,500,359678,195268,164370,40,,,174367,141025,361073,55166,359678,56561,9
684,34,Saharanpur,82,77,5,15650,15150,500,290259,163084,127101,74,,,120374,88624,317723,28058,290259,55522,14
71,5,Saharsa,133,132,1,18250,18150,100,160018,84879,75092,47,,,49365,74121,191332,0,160018,31314,3
260,15,Sahebganj,61,61,0,15000,15000,0,69841,36310,33525,6,,,22929,25305,78324,5930,69841,14413,1
545,31,Salem,123,112,11,31940,30840,1100,188366,101297,87046,23,,,83958,56556,211133,45650,188366,68417,1
96,5,Samastipur,88,87,1,13750,13650,100,333893,178586,155247,60,,,116723,130377,404263,7797,333893,78167,0
236,14,Samba,38,35,3,4910,4610,300,93653,52197,41429,27,,,48190,35180,114942,0,93653,21289,2
452,26,Sambalpur,102,98,4,19080,18680,400,210246,117457,92759,30,,,68243,61300,251998,0,210246,41752,1
685,34,Sambhal,39,39,0,6190,6190,0,92695,50604,42084,7,,,52568,32173,98541,17965,92695,23811,32
604,32,Sangareddy,20,16,4,7243,6803,440,132057,72998,59038,21,,,77542,39769,136014,27174,132057,31131,7
373,21,Sangli,224,209,15,90790,89290,1500,582613,297350,285199,64,,,267725,252446,645350,55464,582613,118201,33
498,28,Sangrur,39,36,3,7050,6750,300,119874,70813,49044,17,,,52743,41845,122285,15172,119874,17583,8
686,34,Sant Kabir Nagar,39,39,0,6362,6362,0,85512,46470,38753,289,,,39932,36615,97251,11183,85512,22922,1
102,5,Saran,60,60,0,10900,10900,0,371112,199732,171315,65,,,133841,142802,433773,17898,371112,80559,10
496,28,SAS Nagar,80,57,23,36020,33260,2760,349190,213669,135487,34,,,92324,70070,353318,41730,349190,45858,5
376,21,Satara,90,71,19,14641,12241,2400,612127,315856,296210,61,,,280805,259313,656298,68452,612127,112623,10
333,20,Satna,20,19,1,2450,2350,100,217551,120371,97156,24,,,101840,80043,243440,14674,217551,40563,2
534,29,Sawai Madhopur,66,66,0,18980,18980,0,227157,122171,104957,29,,,80897,103015,267649,10796,227157,51288,3
500,28,SBS Nagar,41,41,0,7650,7650,0,114485,60256,54214,15,,,51965,45481,116082,15768,114485,17365,2
356,20,Sehore,49,49,0,8760,8760,0,183607,98416,85171,20,,,78178,79090,204637,14848,183607,35878,8
403,22,Senapati,8,8,0,1160,1160,0,6263,4164,2099,0,,,2161,895,8841,0,6263,2578,0
349,20,Seoni,8,8,0,800,800,0,131419,67365,64038,16,,,53150,57956,145786,14826,131419,29193,13
618,33,Sepahijala,31,31,0,3100,3100,0,124088,65039,59030,19,,,72780,40404,174253,296,124088,50461,15
248,15,Seraikela Kharsawan,17,15,2,1850,1650,200,114469,62418,52044,7,,,47088,41409,124153,12449,114469,22133,32
430,24,Serchhip,3,3,0,400,400,0,16704,9298,7403,3,,,7953,5368,21022,0,16704,4318,19
148,9,Shahdara,30,26,4,6065,5665,400,300933,170494,130367,72,,,113061,74926,286105,86464,300933,71636,127
332,20,Shahdol,10,9,1,1085,925,160,145842,76866,68961,15,,,75287,50148,158542,4909,145842,17609,1
688,34,Shahjahanpur,100,98,2,15580,15380,200,210188,122774,87354,60,,,89211,64085,236129,17514,210188,43455,10
321,20,Shajapur,0,0,0,0,0,0,97390,54502,42872,16,,,42537,39252,107069,10042,97390,19721,3
689,34,Shamli,21,20,1,4880,4780,100,89031,51048,37959,24,,,46288,35025,95418,15845,89031,22232,9
93,5,Sheikhpura,15,15,0,3860,3860,0,53594,28032,25553,9,,,17668,23285,67084,0,53594,13490,0
87,5,Sheohar,19,19,0,4250,4250,0,67515,35291,32215,9,,,21286,33689,79940,0,67515,12425,0
346,20,Sheopur,0,0,0,0,0,0,54364,28362,25996,6,,,25207,17652,57432,7371,54364,10439,2
35,3,Shi Yomi,1,1,0,250,250,0,2617,1293,1324,0,,,1248,670,4046,0,2617,1429,0
208,13,Shimla,58,58,0,6040,6040,0,241947,126068,115834,45,,,127679,85361,295541,0,241947,53594,82
287,16,Shimoga,146,140,6,18460,17760,700,269738,134263,135458,17,,,127704,108410,311719,21576,269738,63557,78
345,20,Shivpuri,3,3,0,500,500,0,142154,78473,63663,18,,,62684,52441,154290,15157,142154,27293,7
222,14,Shopian,3,3,0,520,520,0,68357,38957,29391,9,,,40262,23683,78919,0,68357,10562,1
690,34,Shravasti,61,60,1,13940,13840,100,59968,34565,25399,4,,,30640,23058,63110,12154,59968,15296,2
433,24,Siaha,2,2,0,330,330,0,10220,5177,5042,1,,,5261,3481,12860,0,10220,2640,77
37,3,Siang,2,2,0,200,200,0,5284,2675,2608,1,,,2671,1425,6858,0,5284,1574,0
691,34,Siddharthnagar,117,116,1,26644,26544,100,180725,96638,84062,25,,,88081,78049,203380,19002,180725,41657,5
605,32,Siddipet,39,38,1,7500,7300,200,200248,90816,109376,56,,,105880,81556,186321,39917,200248,25990,15
331,20,Sidhi,0,0,0,0,0,0,90853,49406,41439,8,,,35596,39894,97176,7111,90853,13434,8
513,29,Sikar,34,34,0,6925,6925,0,543090,277739,265290,61,,,211405,217607,606147,33269,543090,96326,10
249,15,Simdega,73,73,0,8050,8050,0,61591,28668,32912,11,,,22824,23239,68093,3254,61591,9756,6
374,21,Sindhudurg,25,23,2,3870,3670,200,147301,75145,72135,21,,,58124,65143,146330,39991,147301,39020,4
330,20,Singrauli,2,2,0,200,200,0,96804,56639,40153,12,,,39011,41342,107178,4193,96804,14567,3
212,13,Sirmaur,34,33,1,5300,5200,100,100811,53745,47057,9,,,51694,35039,124687,0,100811,23876,10
531,29,Sirohi,64,64,0,13950,13950,0,185439,95885,89529,25,,,83099,72828,210891,9886,185439,35338,12
194,12,Sirsa,45,44,1,5335,5235,100,209505,107957,101501,47,,,72607,96386,236258,25513,209505,52266,0
88,5,Sitamarhi,43,42,1,6550,6450,100,236185,126833,109326,26,,,76668,99951,280004,0,236185,43819,3
692,34,Sitapur,103,102,1,12870,12770,100,215038,123775,91230,33,,,102890,90096,237720,27435,215038,50117,11
561,31,Sivaganga,81,77,4,11358,10652,706,67181,36301,30872,8,,,27382,22049,76677,11278,67181,20774,5
580,31,Sivakasi,27,22,5,10210,9710,500,97591,46830,50746,15,,,48220,32505,126851,3467,97591,32727,1
44,4,Sivasagar,7,7,0,360,360,0,79422,42842,36572,8,,,41387,24285,85479,15713,79422,21770,4
103,5,Siwan,49,47,2,8740,8540,200,346540,180562,165908,70,,,139282,137666,413487,13402,346540,80349,1
209,13,Solan,47,43,4,5770,5370,400,149667,84795,64857,15,,,84599,43683,173101,0,149667,23434,100
375,21,Solapur,108,101,7,23805,22805,1000,410204,229071,181079,54,,,177710,153581,501572,11420,410204,102788,15
693,34,Sonbhadra,24,23,1,4095,3895,200,89133,55327,33799,7,,,50125,26790,93629,19887,89133,24383,13
198,12,Sonipat,43,40,3,6976,6676,300,270858,144763,126048,47,,,106181,97922,267013,60357,270858,56512,9
64,4,Sonitpur,55,55,0,7720,7720,0,130879,69644,61219,16,,,62986,34620,36314,144048,130879,49483,9
735,36,South 24 Parganas,62,61,1,11340,11240,100,515089,269016,245991,82,,,226210,208922,674906,43443,515089,203260,22
2,1,South Andaman,16,16,0,2185,2185,0,65636,35699,29931,6,,,37583,16908,75609,0,65636,9973,2
149,9,South Delhi,69,34,35,14520,5445,9075,407895,242324,165492,79,,,146755,90029,373268,166302,407895,131675,151
144,9,South East Delhi,63,32,31,15530,4000,11530,367508,218126,149338,44,,,138076,80906,301744,171919,367508,106155,36
421,23,South Garo Hills,18,18,0,2620,2620,0,14569,7805,6763,1,,,7599,2444,18188,0,14569,3619,2
152,10,South Goa,44,34,10,9319,8319,1000,217388,109817,107553,18,,,95658,79329,266506,270,217388,49388,153
768,4,South Salmara Mankachar,12,12,0,2340,2340,0,11819,7806,4013,0,,,5019,1699,12513,2410,11819,3104,0
538,30,South Sikkim,9,9,0,1850,1850,0,40622,21907,18707,8,,,22260,15139,55210,0,40622,14588,47
619,33,South Tripura,71,71,0,7100,7100,0,139144,71881,67244,19,,,80860,45628,222999,0,139144,83855,8
150,9,South West Delhi,64,44,20,11522,6950,4572,414218,233642,180501,75,,,180206,123941,413454,113884,414218,113120,99
422,23,South West Garo Hills,35,35,0,5400,5400,0,23575,11375,12192,8,,,13086,6179,27957,0,23575,4382,15
415,23,South West Khasi Hills,1,1,0,100,100,0,11648,6007,5640,1,,,4099,2342,13005,0,11648,1357,10
509,29,Sri Ganganagar,39,37,2,6490,6290,200,376891,197246,179594,51,,,168273,152609,437356,30590,376891,91055,17
490,28,Sri Muktsar Sahib,73,71,2,8550,8350,200,80731,46798,33923,10,,,33139,29981,81367,10893,80731,11529,2
13,2,Sri Potti Sriramulu Nellore,96,94,2,63722,62000,1722,413489,207156,206239,94,,,200933,144462,535350,65834,413489,187695,23
14,2,Srikakulam,48,48,0,16300,16300,0,322977,158906,164042,29,,,144509,126990,367348,80954,322977,125325,24
220,14,Srinagar,55,49,6,22540,21840,700,190115,129308,60774,33,,,84386,43560,209524,17466,190115,36875,23
466,26,Subarnapur,4,4,0,505,505,0,75981,39350,36627,4,,,31362,38524,96548,0,75981,20567,6
132,7,Sukma,18,18,0,2000,2000,0,70338,39599,30727,12,,,35056,14066,93177,1627,70338,24466,8
694,34,Sultanpur,23,22,1,2930,2830,100,148730,81011,67702,17,,,70428,63757,176183,18970,148730,46423,25
453,26,Sundargarh,44,40,4,3860,3380,480,311127,165741,145332,54,,,129119,89176,363242,0,311127,52115,30
72,5,Supaul,24,24,0,4650,4650,0,159854,88077,71744,33,,,57305,65401,182627,0,159854,22773,0
133,7,Surajpur,101,101,0,21400,21400,0,174963,85439,89495,29,,,107030,55034,189333,9537,174963,23907,8
165,11,Surat,82,82,0,9845,9845,0,221030,121918,99098,14,,,114783,70428,298805,17081,221030,94856,97
776,11,Surat Corporation,149,146,3,26980,26180,800,959888,565388,394403,97,,,402120,215152,1141695,90326,959888,272133,49
157,11,Surendranagar,59,58,1,7150,7050,100,171745,89787,81922,36,,,80590,73915,175378,53583,171745,57216,1
134,7,Surguja,153,153,0,16305,16305,0,227691,109205,118449,37,,,136287,74915,262311,7904,227691,42524,20
606,32,Suryapet,23,23,0,2600,2600,0,123271,60283,62950,38,,,61790,51931,132750,18620,123271,28099,15
404,22,Tamenglong,5,5,0,811,811,0,6431,4076,2355,0,,,2456,1160,8332,0,6431,1901,7
166,11,Tapi,23,23,0,2990,2990,0,139032,70919,68100,13,,,74570,49679,163650,9490,139032,34108,5
495,28,Tarn Taran,125,124,1,19685,19615,70,100496,56223,44261,12,,,44404,38508,108632,9065,100496,17201,6
30,3,Tawang,2,2,0,200,200,0,11023,6007,5012,4,,,4618,2473,15261,0,11023,4238,5
701,35,Tehri Garhwal,31,31,0,9360,9360,0,129514,59868,69626,20,,,55071,52924,168460,2171,129514,41117,4
407,22,Tengnoupal,8,8,0,930,930,0,7166,4879,2286,1,,,2526,897,9913,0,7166,2747,1
551,31,Tenkasi,63,61,2,14850,14650,200,60007,29954,30041,12,,,25904,18417,75754,4320,60007,20067,0
392,21,Thane,143,104,39,31049,17487,13562,1261985,678779,583037,169,,,605217,429132,1445613,173370,1261985,356998,1861
541,31,Thanjavur,110,99,11,20570,19370,1200,129361,70662,58683,16,,,59342,42909,155230,20856,129361,46725,2
569,31,Theni,34,23,11,8100,7000,1100,56111,30444,25656,11,,,23957,20237,65757,9231,56111,18877,1
296,17,Thiruvananthapuram,67,56,11,14357,13257,1100,783937,361594,422243,100,,,301108,378675,960041,82868,783937,258972,106
554,31,Thoothukudi (Tuticorin),44,43,1,7325,7225,100,48546,26914,21626,6,,,21133,14654,53360,11184,48546,15998,0
405,22,Thoubal,16,16,0,2400,2400,0,38826,20749,18075,2,,,17865,10555,44715,0,38826,5889,0
303,17,Thrissur,66,63,3,5340,5040,300,637988,288750,349140,98,,,254989,323286,752914,45644,637988,160570,223
325,20,Tikamgarh,0,0,0,0,0,0,126958,70143,56798,17,,,50828,55552,115298,29424,126958,17764,8
45,4,Tinsukia,2,2,0,100,100,0,102368,55034,47322,12,,,49883,28408,117500,7745,102368,22877,3
26,3,Tirap,2,2,0,250,250,0,6817,4346,2470,1,,,2746,965,9362,0,6817,2545,15
560,31,Tiruchirappalli,107,77,30,40215,36850,3365,210896,108037,102841,18,,,90995,78281,252533,23655,210896,65292,8
548,31,Tirunelveli,65,65,0,12770,12770,0,73620,42129,31486,5,,,29011,24516,84447,16329,73620,27156,2
550,31,Tirupattur,44,44,0,14900,14900,0,71345,34496,36836,13,,,35034,20233,81690,9305,71345,19650,2
568,31,Tiruppur,67,58,9,21636,20736,900,146477,81606,64850,21,,,63359,47201,164132,22364,146477,40019,3
572,31,Tiruvallur,50,48,2,11800,11150,650,126772,72270,54484,18,,,58894,33006,144733,25114,126772,43075,3
553,31,Tiruvannamalai,24,23,1,4612,4512,100,54780,29795,24974,11,,,25193,16279,63735,8521,54780,17476,0
574,31,Tiruvarur,62,59,3,12120,11820,300,44476,26707,17765,4,,,19541,14022,50102,9668,44476,15294,1
526,29,Tonk,66,66,0,19655,19655,0,219384,114677,104676,31,,,88791,98283,227954,37311,219384,45881,13
440,25,Tuensang,4,4,0,800,800,0,12527,7923,4604,0,,,5174,2573,15936,0,12527,3409,0
288,16,Tumkur,180,177,3,40824,40524,300,413792,208185,205539,68,,,195363,177161,500879,24785,413792,111872,2
504,29,Udaipur,134,129,5,24362,23862,500,528308,271576,256659,73,,,202004,208983,606471,48727,528308,126890,28
65,4,Udalguri,21,21,0,2300,2300,0,59382,32645,26726,11,,,30909,12879,70171,4808,59382,15597,5
705,35,Udham Singh Nagar,54,43,11,16620,15320,1300,227521,126758,100717,46,,,99071,73740,284939,4592,227521,62010,20
233,14,Udhampur,62,62,0,13660,13660,0,128947,72443,56481,23,,,64935,45483,157055,0,128947,28108,11
286,16,Udupi,171,161,10,58841,57441,1400,229263,105969,123267,27,,,91628,103454,259554,44138,229263,74429,41
318,20,Ujjain,84,80,4,11250,10700,550,336897,178703,158152,42,,,156918,115917,350175,56456,336897,69734,73
406,22,Ukhrul,4,4,0,625,625,0,7833,4996,2837,0,,,2934,1521,10041,0,7833,2208,0
