district_id,state_id,district_name,sites_total,sites_govt,sites_pvt,sessions_total,sessions_govt,sessions_pvt,total_vaccination,male_vaccination,female_vaccination,other_vaccination,18_45_vaccination,45_60_vaccination,60+_vaccination,covishield,covaxin,dose1,dose2,aefi
323,20,Neemuch,25,25,0,4410,4410,0,124472,70093,54355,24,43555,46322,34554,133755,12547,124472,21830,2
140,9,New Delhi,84,79,5,11797,10452,1345,361959,219689,142221,49,115709,171093,74728,282198,230464,361959,150703,58
3,1,Nicobar,0,0,0,0,0,0,8649,4553,4096,0,998,4939,2712,10555,0,8649,1906,0
577,31,Nilgiris,20,20,0,3750,3750,0,157821,78510,79296,15,34939,73802,49062,185025,22737,157821,49941,0
599,32,Nirmal,29,29,0,9100,9100,0,127905,60674,67212,19,8771,83769,35342,132171,18823,127905,23089,6
600,32,Nizamabad,10,10,0,9500,9500,0,162282,82556,79700,26,25748,86609,49887,181336,15478,162282,34532,6
412,22,Noney,4,4,0,350,350,0,6509,4413,2094,2,3529,2022,951,8439,0,6509,1930,0
730,36,North 24 Parganas,215,132,83,127901,54414,73487,1171445,659426,511873,146,332413,446033,392528,1331449,156012,1171445,316016,25
1,1,North and Middle Andaman,0,0,0,0,0,0,32431,17206,15222,3,3711,17755,10964,35720,0,32431,3289,0
146,9,North Delhi,58,58,0,9040,9040,0,306281,178035,128180,66,121121,111636,73462,249184,144445,306281,87348,68
147,9,North East Delhi,47,47,0,8750,8750,0,257042,152386,104579,77,106026,99180,51615,244111,91515,257042,78584,26
423,23,North Garo Hills,8,8,0,1200,1200,0,14948,7137,7811,0,3092,8587,3267,18591,0,14948,3643,5
151,10,North Goa,42,36,6,18911,15360,3551,228861,120390,108451,20,72956,86632,69228,266036,9624,228861,46799,413
537,30,North Sikkim,0,0,0,0,0,0,10913,6173,4738,2,2319,5685,2907,15455,0,10913,4542,19
617,33,North Tripura,31,31,0,6200,6200,0,112333,57690,54627,16,8441,65977,37911,183974,0,112333,71641,6
143,9,North West Delhi,115,103,12,26608,20432,6176,522779,291580,231115,84,189756,196369,136330,462035,214036,522779,153292,45
465,26,Nuapada,50,50,0,6020,6020,0,70043,35256,34773,14,6763,29854,33425,86520,0,70043,16477,5
205,12,Nuh,13,13,0,2055,2055,0,74085,42368,31698,19,31669,21572,20779,72444,9085,74085,7444,7
381,21,Osmanabad,39,39,0,10310,10310,0,234760,127802,106925,33,41693,90759,102276,228523,54575,234760,48338,4
19,3,Pakke Kessang,2,2,0,282,282,0,4464,2329,2132,3,1476,2457,531,5850,0,4464,1386,0
261,15,Pakur,37,37,0,12810,12810,0,96161,47216,48935,10,29693,32809,33618,100987,13873,96161,18699,4
308,17,Palakkad,111,111,0,23520,23520,0,516631,247881,268668,82,78320,197315,240439,625797,41068,516631,150234,262
246,15,Palamu,53,52,1,11290,11220,70,231568,125622,105890,56,52499,79463,99540,212061,59662,231568,40155,3
564,31,Palani,9,9,0,926,926,0,80387,42765,37617,5,30568,31820,17966,90556,11031,80387,21200,0
394,21,Palghar,69,65,4,19105,15015,4090,332261,179980,152250,31,78529,149918,103630,381510,24174,332261,73423,14
529,29,Pali,99,99,0,21100,21100,0,425578,222905,202616,57,88080,153469,183832,503285,19538,425578,97245,35
207,12,Palwal,28,27,1,14680,14580,100,202851,111649,91149,53,61979,67400,73351,154559,71169,202851,22877,18
187,12,Panchkula,22,21,1,3030,2530,500,183211,98840,84330,41,64905,62806,55351,196309,37037,183211,50135,92
185,11,Panchmahal,50,50,0,10000,10000,0,330257,168443,161759,55,40460,155589,134167,379950,90496,330257,140189,1
195,12,Panipat,35,35,0,5343,5343,0,189117,104770,84307,40,55758,72471,60797,179382,43530,189117,33795,31
326,20,Panna,32,32,0,10900,10900,0,76790,44073,32709,8,24582,28302,23887,80922,8249,76790,12381,19
39,3,Papum Pare,7,7,0,1060,1060,0,15223,9556,5665,2,7936,5540,1744,19741,0,15223,4518,32
573,31,Paramakudi,8,8,0,1630,1630,0,59922,27600,32311,11,19131,23467,17318,63851,6370,59922,10299,1
385,21,Parbhani,102,102,0,15812,15812,0,232955,123987,108937,31,42342,96638,93957,221142,65351,232955,53538,7
731,36,Paschim Medinipore,129,128,1,43690,43540,150,528519,310259,218214,46,127600,200904,199871,624914,81517,528519,177912,18
161,11,Patan,104,104,0,11145,11145,0,238498,124049,114420,29,46740,103751,87874,256382,59069,238498,76953,10
300,17,Pathanamthitta,89,86,3,36375,35860,515,462744,210952,251723,69,55988,173968,232540,557992,45438,462744,140686,29
486,28,Pathankot,24,23,1,9050,8800,250,152268,80709,71544,15,21555,72202,58499,162401,19988,152268,30121,1
494,28,Patiala,35,34,1,6535,6290,245,265740,150008,115717,15,52700,116901,96117,283614,23385,265740,41259,11
97,5,Patna,290,288,2,193310,193170,140,848444,494025,354282,137,326938,298837,222234,535976,583793,848444,271325,38
698,35,Pauri Garhwal,29,29,0,3234,3234,0,173269,81893,91338,38,29829,71111,72306,217504,2380,173269,46615,32
601,32,Peddapalli,22,21,1,6650,6350,300,111046,57670,53360,16,15329,56861,38835,116052,18397,111046,23403,4
570,31,Perambalur,8,8,0,850,850,0,53164,28739,24419,6,20621,19035,13490,57881,6192,53164,10909,7
435,25,Peren,11,11,0,970,970,0,9407,5620,3787,0,5074,2883,1436,11430,0,9407,2023,0
443,25,Phek,15,15,0,1935,1935,0,14494,8731,5760,3,6813,4712,2966,19228,0,14494,4734,3
411,22,Pherzawl,1,1,0,100,100,0,5042,2555,2487,0,2388,1550,1099,5765,0,5042,723,0
680,34,Pilibhit,64,64,0,5670,5670,0,184115,99715,84371,29,18211,84701,81182,195943,30965,184115,42793,15
706,35,Pithoragarh,58,58,0,8690,8690,0,107467,52816,54621,30,25822,44560,37021,130670,5456,107467,28659,2
575,31,Poonamallee,18,18,0,4520,4520,0,82275,47650,34613,12,29173,31793,21296,92880,9475,82275,20080,1
238,14,Poonch,58,58,0,14455,14455,0,106971,59846,47115,10,8773,59763,38430,124000,0,106971,17029,2
172,11,Porbandar,22,22,0,3200,3200,0,159257,81857,77385,15,25232,74732,59275,189751,48502,159257,78996,0
12,2,Prakasam,85,85,0,79355,79355,0,589529,300139,289310,80,76158,309274,204050,620830,160648,589529,191949,29
522,29,Pratapgarh,43,43,0,42200,42200,0,151883,79193,72669,21,49830,50518,51410,173989,6401,151883,28507,4
682,34,Pratapgarh,109,109,0,22495,22495,0,173601,95722,77839,40,21422,81604,70544,200568,23471,173601,50438,5
624,34,Prayagraj,84,84,0,13545,13545,0,519375,312517,206700,158,226601,166288,126168,567518,68320,519375,116463,11
475,27,Puducherry,40,40,0,16510,16510,0,188644,99135,89485,24,69987,68496,50088,230270,0,188644,41626,4
546,31,Pudukkottai,50,50,0,12480,12480,0,78407,42169,36227,11,26198,33203,18999,82768,12700,78407,17061,1
227,14,Pulwama,40,40,0,2460,2460,0,124494,74902,49578,14,15868,65525,43089,147135,0,124494,22641,7
363,21,Pune,360,249,111,86696,26702,59994,2563865,1383219,1180330,316,689754,1047208,825775,2848718,312932,2563865,597785,103
732,36,Purba Medinipore,35,34,1,8269,8192,77,465474,261233,204196,45,101621,180247,183494,590396,54266,465474,179188,428
463,26,Puri,33,33,0,11594,11594,0,331543,178461,153003,79,57537,150287,123708,377327,0,331543,45784,6
73,5,Purnia,106,106,0,22060,22060,0,337398,181164,156144,90,93104,135338,108894,366457,22416,337398,51475,3
733,36,Purulia,103,103,0,23455,23455,0,285642,169804,115810,28,83650,111413,90551,320949,57916,285642,93223,8
681,34,Raebareli,82,82,0,8870,8870,0,147748,81473,66249,26,24377,62647,60692,164725,12504,147748,29481,6
284,16,Raichur,173,173,0,36740,36740,0,239125,120662,118432,31,58849,104532,75681,234170,70014,239125,65059,58
393,21,Raigad,230,218,12,43065,30600,12465,422846,240902,181895,49,112997,184015,125569,458060,49308,422846,84522,44
130,7,Raigarh,64,64,0,17375,17375,0,377226,184219,192969,38,25859,213885,137459,466418,21922,377226,111114,21
109,7,Raipur,76,73,3,11305,10964,341,389010,206396,182589,25,63599,208906,116460,475141,38029,389010,124160,5
359,20,Raisen,57,57,0,8730,8730,0,155505,90240,65235,30,56047,57432,42009,151627,25020,155505,21142,2
602,32,Rajanna Sircilla,4,4,0,2200,2200,0,108239,51097,57106,36,8002,60821,39410,106132,15332,108239,13225,6
358,20,Rajgarh,51,51,0,7394,7394,0,202687,114591,88063,33,82446,59043,61098,213671,17212,202687,28196,1
173,11,Rajkot,71,70,1,15320,13920,1400,297415,155149,142236,30,43353,139192,114829,377008,17268,297415,96861,53
775,11,Rajkot Corporation,126,126,0,25025,25025,0,594608,331507,263023,78,341553,146092,106846,685172,38410,594608,128974,6
131,7,Rajnandgaon,51,50,1,5950,5850,100,298988,142975,155987,26,20545,177746,100687,328412,12774,298988,42198,7
237,14,Rajouri,55,55,0,14455,14455,0,144263,83449,60796,18,36196,63653,44398,167216,0,144263,22953,1
518,29,Rajsamand,32,32,0,6400,6400,0,236577,116954,119579,44,39935,90222,106344,282527,14644,236577,60594,32
292,16,Ramanagara,108,107,1,18285,17485,800,264771,126385,138337,49,46844,114272,103421,284734,37327,264771,57290,24
567,31,Ramanathapuram,9,9,0,27000,27000,0,52297,28325,23963,9,22216,18955,11119,52118,10212,52297,10033,2
235,14,Ramban,27,27,0,3348,3348,0,70225,42033,28186,6,7736,41408,21078,89313,0,70225,19088,1
254,15,Ramgarh,30,29,1,7770,7420,350,123487,70935,52528,24,41901,51967,29609,126672,20599,123487,23784,32
683,34,Rampur,53,53,0,6192,6192,0,123331,67016,56302,13,17367,60162,45757,134501,25845,123331,37015,48
734,36,Rampurhat HD (Birbhum),31,31,0,10770,10770,0,192746,102714,90008,24,43461,82268,67009,219266,22146,192746,48666,4
240,15,Ranchi,80,75,5,19150,15000,4150,399315,223525,175723,67,153224,145183,100754,404186,96346,399315,101217,500
603,32,Rangareddy,151,114,37,63145,31450,31695,557365,312870,244421,74,220253,204451,132025,564513,110285,557365,121211,35
781,31,Ranipet,32,32,0,7580,7580,0,84676,50491,34171,14,37934,31217,15516,85373,15475,84676,16172,1
322,20,Ratlam,46,46,0,9715,9715,0,187600,103966,83611,23,62250,74859,50430,193429,29257,187600,35086,9
372,21,Ratnagiri,81,79,2,20370,19890,480,251885,134671,117199,15,64945,100823,86068,245292,73114,251885,66521,24
471,26,Rayagada,34,34,0,7020,7020,0,130242,62185,68026,31,14690,61212,54308,163884,0,130242,33642,32
239,14,Reasi,65,65,0,1200,1200,0,77400,45822,31568,10,10737,42171,24485,91446,0,77400,14046,9
316,20,Rewa,48,48,0,23180,23180,0,377750,213923,163767,60,108959,133912,134819,401498,31787,377750,55535,32
202,12,Rewari,26,25,1,3560,3460,100,198920,107285,91608,27,51724,71490,75639,210213,26770,198920,38063,209
417,23,Ri-Bhoi,28,28,0,3420,3420,0,33062,18351,14706,5,14892,13050,5117,37245,0,33062,4183,43
192,12,Rohtak,37,37,0,3241,3241,0,190772,102076,88665,31,53428,66689,69878,195369,33925,190772,38522,66
81,5,Rohtas,67,67,0,11010,11010,0,247682,140969,106676,37,69879,83535,94198,289206,4325,247682,45849,5
700,35,Rudraprayag,18,18,0,2295,2295,0,79270,36972,42269,29,24085,29276,25899,96704,2297,79270,19731,5
497,28,Rup Nagar,57,57,0,12879,12879,0,81975,46771,35195,9,13508,40159,28295,83581,12100,81975,13706,3
162,11,Sabarkantha,43,43,0,8610,8610,0,326384,169869,156455,60,46891,152188,127280,400382,44369,326384,118367,12
317,20,Sagar,100,100,0,28920,28920,0,467432,262983,204381,68,145228,179779,142289,435942,91277,467432,59787,9
684,34,Saharanpur,104,103,1,16565,16115,450,388067,218867,169071,129,141403,147140,99474,410132,35075,388067,57140,16
71,5,Saharsa,49,49,0,9350,9350,0,174032,92617,81361,54,44247,53361,76392,205820,0,174032,31788,3
260,15,Sahebganj,31,31,0,5850,5850,0,86801,45465,41323,13,32221,27188,27372,93796,7923,86801,14918,3
545,31,Salem,52,49,3,21501,21350,151,245933,136566,109334,33,90494,95026,60358,257767,65672,245933,77506,1
96,5,Samastipur,73,73,0,10950,10950,0,354417,190429,163923,65,98873,122646,132806,425270,7877,354417,78730,0
236,14,Samba,10,9,1,1450,1370,80,95197,53130,42040,27,11228,48658,35302,116031,545,95197,21379,2
452,26,Sambalpur,99,95,4,16324,15274,1050,263011,150058,112913,40,116317,81304,65357,305060,0,263011,42049,1
685,34,Sambhal,60,60,0,7350,7350,0,105079,58289,46779,11,14845,56871,33317,111166,20355,105079,26442,34
604,32,Sangareddy,43,42,1,35570,35500,70,160914,89780,71107,27,37081,82623,41182,161019,38063,160914,38168,7
373,21,Sangli,77,77,0,12495,12495,0,630210,320567,309571,72,67231,295652,267201,695967,58422,630210,124179,34
498,28,Sangrur,88,88,0,17300,17300,0,134197,78874,55304,19,31885,57703,44596,135419,18751,134197,19973,10
686,34,Sant Kabir Nagar,58,58,0,8271,8271,0,98829,54693,43836,300,15118,45332,38363,110100,12448,98829,23719,1
102,5,Saran,65,65,0,7150,7150,0,402099,217586,184434,79,110326,144140,147467,466554,17976,402099,82431,10
496,28,SAS Nagar,77,67,10,46382,40280,6102,419079,255676,163350,53,242703,101638,74677,418176,53519,419079,52616,5
376,21,Satara,58,55,3,6916,6206,710,663186,341720,321402,64,80528,304888,277561,707485,80053,663186,124352,10
333,20,Satna,56,56,0,21235,21235,0,263257,149286,113936,35,77546,104786,80854,280359,25009,263257,42111,2
534,29,Sawai Madhopur,59,59,0,17700,17700,0,240821,130009,110781,31,49830,86308,104564,275634,18960,240821,53773,3
500,28,SBS Nagar,17,17,0,6000,6000,0,122073,64261,57796,16,21421,54041,46604,123422,19200,122073,20549,2
356,20,Sehore,66,66,0,43600,43600,0,233801,129739,104029,33,72608,81490,79672,247204,23576,233801,36979,8
403,22,Senapati,4,4,0,470,470,0,7845,5038,2807,0,4473,2348,1019,10433,0,7845,2588,0
349,20,Seoni,35,35,0,4915,4915,0,167175,87783,79362,30,48842,59326,58974,175051,22420,167175,30296,13
618,33,Sepahijala,19,19,0,4940,4940,0,128945,67659,61265,21,11097,76458,41381,179177,318,128945,50550,15
248,15,Seraikela Kharsawan,34,33,1,5480,5280,200,128727,71407,57312,8,35211,50682,42812,136328,16343,128727,23944,37
430,24,Serchhip,2,2,0,411,411,0,18379,10283,8092,4,4620,8290,5467,22706,0,18379,4327,19
148,9,Shahdara,33,32,1,6965,6865,100,305173,172561,132535,77,112578,116212,76165,294500,86498,305173,75825,128
332,20,Shahdol,65,64,1,55485,55475,10,204801,115358,89426,17,73565,79972,51219,211477,11208,204801,17884,1
688,34,Shahjahanpur,102,102,0,14490,14490,0,254174,150200,103894,80,81523,102511,70021,280554,19774,254174,46154,10
321,20,Shajapur,37,37,0,4557,4557,0,126537,72350,54162,25,41585,44981,39944,131549,15627,126537,20639,3
689,34,Shamli,80,80,0,11075,11075,0,109558,62888,46644,26,12977,56436,40133,112391,21428,109558,24261,9
93,5,Sheikhpura,14,14,0,1920,1920,0,57172,30406,26756,10,15247,18351,23561,70725,0,57172,13553,0
87,5,Sheohar,31,31,0,4610,4610,0,73222,39041,34172,9,15893,22689,34625,85686,0,73222,12464,0
346,20,Sheopur,17,17,0,3830,3830,0,75209,42532,32667,10,29083,27828,18263,73119,13266,75209,11176,3
35,3,Shi Yomi,1,1,0,200,200,0,2668,1320,1348,0,706,1288,674,4102,0,2668,1434,0
208,13,Shimla,31,31,0,3687,3687,0,263142,138378,124713,51,45452,131256,86399,316859,0,263142,53717,84
287,16,Shimoga,166,163,3,29560,27260,2300,330762,169139,161602,21,63025,150812,116854,372670,29635,330762,71543,78
345,20,Shivpuri,120,120,0,31620,31620,0,207415,120791,86588,36,86193,67563,53619,211637,23990,207415,28212,7
222,14,Shopian,3,3,0,160,160,0,68609,39101,29498,10,4447,40437,23718,79262,0,68609,10653,1
690,34,Shravasti,71,71,0,15180,15180,0,79991,46885,33099,7,9457,44241,26284,82638,13552,79991,16199,2
433,24,Siaha,2,2,0,155,155,0,11531,5842,5685,4,2317,5623,3590,14175,0,11531,2644,77
37,3,Siang,3,3,0,120,120,0,5752,2909,2842,1,1529,2734,1489,7329,0,5752,1577,0
691,34,Siddharthnagar,89,89,0,25165,25165,0,206858,112266,94563,29,22102,101517,83220,228063,21388,206858,42593,5
605,32,Siddipet,40,40,0,7050,7050,0,211846,97768,114020,58,20945,108140,82740,195816,52628,211846,36598,15
331,20,Sidhi,33,33,0,7530,7530,0,111154,63213,47932,9,32953,37793,40381,113048,12154,111154,14048,8
513,29,Sikar,36,36,0,6900,6900,0,625729,317624,308030,75,131076,260522,234038,678534,54789,625729,107594,10
249,15,Simdega,81,81,0,25970,25970,0,77619,37780,39824,15,28281,25343,23967,84205,3534,77619,10120,6
374,21,Sindhudurg,1,0,1,100,0,100,181060,91048,89983,29,24979,76651,79385,178471,48260,181060,45671,4
330,20,Singrauli,54,54,0,10607,10607,0,126142,78053,48065,24,44092,40504,41528,132741,8454,126142,15053,4
212,13,Sirmaur,14,14,0,3150,3150,0,113171,62257,50900,14,23585,53923,35644,137140,0,113171,23969,10
531,29,Sirohi,50,50,0,11425,11425,0,194243,101108,93109,26,35910,84890,73411,216662,15046,194243,37465,13
194,12,Sirsa,49,48,1,5720,5630,90,226142,117280,108810,52,49422,78532,98140,251272,27819,226142,52949,0
88,5,Sitamarhi,23,22,1,5600,5500,100,252552,137128,115396,28,68543,81738,102214,296438,0,252552,43886,3
692,34,Sitapur,122,122,0,15300,15300,0,238824,137781,101003,40,31165,113628,94009,261368,29362,238824,51906,11
561,31,Sivaganga,15,13,2,5760,5340,420,101215,55542,45660,13,41495,34490,25200,105898,18994,101215,23677,6
580,31,Sivakasi,21,21,0,9250,9250,0,126783,63286,63474,23,36915,54811,35034,151677,8227,126783,33121,1
44,4,Sivasagar,17,17,0,2505,2505,0,88393,47847,40538,8,17592,45210,25589,94513,16349,88393,22469,4
103,5,Siwan,140,140,0,67805,67805,0,379854,200702,179076,76,85570,151693,142451,447387,14765,379854,82298,2
209,13,Solan,33,33,0,4670,4670,0,173782,101558,72203,21,37992,90178,45576,197302,0,173782,23520,100
375,21,Solapur,123,123,0,15261,15261,0,490993,271552,219377,64,93494,213088,184169,584751,11713,490993,105471,16
693,34,Sonbhadra,41,40,1,5757,5256,501,103888,64677,39203,8,20049,54874,28913,104342,24953,103888,25407,14
198,12,Sonipat,28,28,0,4742,4742,0,302859,163135,139658,66,87246,113860,101562,288725,78248,302859,64114,10
64,4,Sonitpur,53,53,0,6394,6394,0,147973,78593,69354,26,45245,67001,35710,53446,146728,147973,52201,9
735,36,South 24 Parganas,140,139,1,23246,23196,50,652787,347125,305555,107,145988,280359,226377,801217,58356,652787,206786,22
2,1,South Andaman,7,7,0,2050,2050,0,71418,38826,32586,6,16234,38127,17055,81473,0,71418,10055,3
149,9,South Delhi,103,65,38,22471,10032,12439,493956,297637,196218,101,243527,156870,92851,452517,187964,493956,146525,151
144,9,South East Delhi,75,49,26,17501,7571,9930,428123,258602,169456,65,194820,149090,83987,356474,196361,428123,124712,37
421,23,South Garo Hills,8,8,0,1391,1391,0,15534,8389,7144,1,5036,7984,2512,19169,0,15534,3635,2
152,10,South Goa,48,48,0,14880,14880,0,253615,126594,126999,22,66370,103856,83374,302764,540,253615,49689,158
768,4,South Salmara Mankachar,15,15,0,3750,3750,0,14632,9923,4708,1,7159,5633,1839,15374,2466,14632,3208,0
538,30,South Sikkim,9,9,0,1710,1710,0,40858,22063,18787,8,3387,22310,15158,55463,0,40858,14605,47
619,33,South Tripura,0,0,0,0,0,0,165935,85916,79996,23,15646,102490,47792,249792,0,165935,83857,8
150,9,South West Delhi,63,51,12,13107,7450,5657,474324,270423,203810,91,153229,191820,128678,475731,122546,474324,123953,103
422,23,South West Garo Hills,16,16,0,2400,2400,0,24553,11928,12617,8,4974,13344,6232,28950,0,24553,4397,15
415,23,South West Khasi Hills,2,2,0,120,120,0,16179,8800,7377,2,8347,5067,2764,17539,0,16179,1360,10
509,29,Sri Ganganagar,98,98,0,13230,13230,0,409770,215559,194153,58,66228,185785,157716,462476,43938,409770,96644,18
490,28,Sri Muktsar Sahib,49,49,0,6885,6885,0,92277,53413,38850,14,23860,36556,31848,90121,14970,92277,12814,2
13,2,Sri Potti Sriramulu Nellore,94,91,3,38071,36320,1751,579552,290737,288688,127,77802,321930,179691,687404,88240,579552,196092,24
14,2,Srikakulam,59,58,1,40603,40203,400,504409,243870,260487,52,56438,262582,185339,533901,96606,504409,127064,25
220,14,Srinagar,52,48,4,24505,23215,1290,241654,163243,78368,43,93669,98407,49540,260503,26527,241654,45376,28
466,26,Subarnapur,27,27,0,3072,3072,0,83023,43098,39916,9,6104,36011,40903,103830,0,83023,20807,6
132,7,Sukma,17,17,0,2800,2800,0,70606,39777,30817,12,21289,35215,14095,94133,1798,70606,25325,8
694,34,Sultanpur,69,69,0,10840,10840,0,180590,98561,82004,25,21609,86486,72368,206410,22092,180590,47912,26
453,26,Sundargarh,56,55,1,17638,17603,35,396865,213182,183606,77,157618,145881,93146,449470,0,396865,52605,40
72,5,Supaul,21,21,0,5700,5700,0,183915,102485,81391,39,48428,65499,69931,206989,0,183915,23074,0
133,7,Surajpur,40,40,0,8600,8600,0,175304,85655,89620,29,12940,107301,55060,189587,10474,175304,24757,8
165,11,Surat,71,69,2,12324,11984,340,256388,141186,115179,23,54462,127650,74185,335154,19632,256388,98398,99
776,11,Surat Corporation,157,147,10,32150,29400,2750,1215260,715260,499856,144,576330,419016,219603,1393660,109159,1215260,287559,53
157,11,Surendranagar,47,47,0,11202,11202,0,213744,112651,101047,46,37969,96547,79201,219184,59826,213744,65266,1
134,7,Surguja,7,7,0,950,950,0,228838,109816,118985,37,16547,137090,75196,265557,8877,228838,45596,21
606,32,Suryapet,18,18,0,5500,5500,0,135075,67543,67494,38,17111,65013,52926,144456,22162,135075,31543,15
404,22,Tamenglong,4,4,0,450,450,0,7216,4493,2723,0,3555,2488,1172,9123,0,7216,1907,7
166,11,Tapi,26,26,0,6050,6050,0,168284,86226,82040,18,22659,90112,55503,192585,12639,168284,36940,5
495,28,Tarn Taran,120,120,0,23638,23638,0,115114,64701,50398,15,25579,48621,40900,122773,10449,115114,18108,7
30,3,Tawang,5,5,0,974,974,0,14040,7484,6550,6,6311,5005,2724,18283,0,14040,4243,5
701,35,Tehri Garhwal,36,36,0,4645,4645,0,140669,65737,74911,21,26261,59227,55156,179487,2335,140669,41153,4
407,22,Tengnoupal,4,4,0,260,260,0,8435,5622,2812,1,4884,2612,931,11196,0,8435,2761,1
551,31,Tenkasi,7,7,0,800,800,0,98998,53686,45297,15,47277,31360,20341,108154,12254,98998,21410,0
392,21,Thane,222,184,38,81201,43237,37964,1476016,794386,681418,212,344931,671987,458385,1669047,184532,1476016,377563,1898
541,31,Thanjavur,133,130,3,22130,21730,400,185193,105003,80170,20,66249,71403,47468,202650,31667,185193,49124,2
569,31,Theni,15,15,0,13530,13530,0,102203,56553,45635,15,45173,33322,23682,107149,16171,102203,21117,1
296,17,Thiruvananthapuram,66,62,4,37017,15817,21200,977143,465679,511315,149,195334,369416,411306,1143592,113370,977143,279841,115
554,31,Thoothukudi (Tuticorin),5,4,1,1044,990,54,85868,49502,36356,10,40796,27980,17079,85960,16926,85868,17018,0
405,22,Thoubal,16,16,0,3650,3650,0,46279,24610,21664,5,15577,19211,11479,52200,0,46279,5921,0
303,17,Thrissur,90,89,1,15556,15336,220,754786,356219,398410,157,111093,297942,345316,871952,56112,754786,173278,229
325,20,Tikamgarh,65,65,0,17850,17850,0,149886,85524,64337,25,40978,52886,55980,127377,41970,149886,19461,8
45,4,Tinsukia,63,62,1,11075,10875,200,131211,71465,59722,24,39284,60404,31516,146438,7856,131211,23083,3
26,3,Tirap,5,5,0,941,941,0,8215,5086,3128,1,3908,3128,1179,10773,0,8215,2558,16
560,31,Tiruchirappalli,23,18,5,5883,4800,1083,306375,165285,141050,40,111866,108884,85573,328955,44563,306375,67143,8
548,31,Tirunelveli,9,9,0,4810,4810,0,129409,75729,53669,11,64419,37428,27519,133316,25488,129409,29395,2
550,31,Tirupattur,5,5,0,1030,1030,0,108109,55571,52520,18,44807,41010,22277,112896,16217,108109,21004,2
568,31,Tiruppur,26,25,1,6190,6090,100,228788,131446,97308,34,90858,82876,55001,230653,42425,228788,44290,3
572,31,Tiruvallur,4,0,4,2120,0,2120,189616,110663,78930,23,85721,67950,35893,198240,36305,189616,44929,4
553,31,Tiruvannamalai,23,23,0,4550,4550,0,86617,48469,38132,16,36943,31365,18279,91004,15313,86617,19700,0
574,31,Tiruvarur,15,15,0,1410,1410,0,86362,51691,34662,9,39057,29205,18087,85951,16767,86362,16356,1
526,29,Tonk,133,133,0,53200,53200,0,256164,132859,123269,36,40414,109721,105956,255722,54731,256164,54289,16
440,25,Tuensang,10,10,0,1000,1000,0,13997,8824,5173,0,6085,5286,2621,17407,0,13997,3410,0
288,16,Tumkur,173,173,0,60950,60950,0,491097,251386,239628,83,78084,225482,187458,579253,26565,491097,114721,2
504,29,Udaipur,137,134,3,46390,42940,3450,580430,302968,277381,81,152998,213656,213579,646928,70244,580430,136742,30
65,4,Udalguri,22,22,0,2200,2200,0,66918,36474,30431,13,19146,34233,13537,77792,5203,66918,16077,5
705,35,Udham Singh Nagar,58,56,2,10340,9740,600,262728,147211,115461,56,77744,108124,76733,311385,13690,262728,62347,20
233,14,Udhampur,43,43,0,10800,10800,0,157827,88710,69089,28,41349,69075,47386,186097,0,157827,28270,11
286,16,Udupi,157,150,7,130222,128350,1872,286811,139716,147065,30,60405,113128,113179,315401,58793,286811,87383,43
318,20,Ujjain,137,137,0,27359,27359,0,451318,245051,206185,82,167499,165399,118295,435767,89031,451318,73480,73
406,22,Ukhrul,4,4,0,850,850,0,10035,6214,3820,1,5305,3093,1634,12259,0,10035,2224,0
329,20,Umaria,53,53,0,10650,10650,0,71155,40889,30246,20,21882,28455,20809,73901,5528,71155,8274,2
218,13,Una,15,15,0,2185,2185,0,167727,83879,83802,46,18055,81512,68123,206254,0,167727,38527,14
620,33,Unakoti,12,12,0,2500,2500,0,67252,34138,33106,8,5565,39187,22497,93054,0,67252,25802,4
695,34,Unnao,72,72,0,8007,8007,0,200046,110291,89727,28,21828,100373,77834,213582,31498,200046,45034,3
34,3,Upper Siang,3,3,0,400,400,0,8562,4459,4102,1,2917,3569,2075,11235,0,8562,2673,23
41,3,Upper Subansiri,4,4,0,1400,1400,0,12354,6376,5976,2,3524,7099,1729,15454,0,12354,3100,0
736,36,Uttar Dinajpur,121,121,0,32030,32030,0,252212,139891,112244,77,75133,103748,73301,289122,41416,252212,78326,19
281,16,Uttar Kannada,125,125,0,38250,38250,0,280464,143350,137083,31,56382,113872,110132,323168,21601,280464,64305,21
703,35,Uttarkashi,32,32,0,3780,3780,0,102100,51647,50426,27,25583,41517,34974,144514,2352,102100,44766,7
155,11,Vadodara,49,48,1,10115,9845,270,365537,200981,164505,51,80080,162837,122519,439373,25391,365537,99227,64
777,11,Vadodara Corporation,128,123,5,28520,26630,1890,790775,424981,365695,99,420738,198580,171254,930545,40925,790775,180695,56
89,5,Vaishali,66,66,0,15620,15620,0,296069,157348,138677,44,70933,97471,127485,315730,40361,296069,60022,8
167,11,Valsad,48,45,3,14231,13711,520,317215,172840,144333,42,64976,150563,101628,343772,105406,317215,131963,7
696,34,Varanasi,138,135,3,22050,21450,600,470242,279394,190733,115,186112,169155,114792,481315,100880,470242,111953,27
543,31,Vellore,34,32,2,31230,30980,250,186968,99876,87081,11,71599,71115,44202,176979,67464,186968,57475,5
355,20,Vidisha,41,41,0,6270,6270,0,179837,99745,80074,18,47766,57705,74349,195535,15484,179837,31182,12
