district_id,state_id,district_name,sites_total,sites_govt,sites_pvt,sessions_total,sessions_govt,sessions_pvt,total_vaccination,male_vaccination,female_vaccination,other_vaccination,18_45_vaccination,45_60_vaccination,60+_vaccination,covishield,covaxin,dose1,dose2,aefi
489,28,Gurdaspur,163,163,0,31014,31014,0,307931,160394,147503,34,47348,140280,120252,357289,29241,307931,78599,2
188,12,Gurgaon,105,41,64,63292,5597,57695,760356,454511,305715,130,360567,230000,168287,793426,131239,760356,164309,23
313,20,Gwalior,173,170,3,34440,32340,2100,483151,277140,205916,95,207317,161312,114337,467172,94277,483151,78298,12
68,4,Hailakandi,34,34,0,6800,6800,0,70853,39053,31791,9,20315,35132,15401,72055,15598,70853,16800,7
217,13,Hamirpur,11,11,0,1150,1150,0,176403,82052,94320,31,16505,83156,76722,210938,0,176403,34535,49
655,34,Hamirpur,58,58,0,6645,6645,0,100919,55774,45135,10,12188,50384,38341,111964,8475,100919,19520,10
517,29,Hanumangarh,60,60,0,5910,5910,0,370439,195395,175005,39,60148,175010,135208,405108,13514,370439,48183,4
656,34,Hapur,60,60,0,6299,6299,0,118840,66894,51932,14,16145,63596,39069,128630,16409,118840,26199,11
361,20,Harda,21,21,0,2595,2595,0,74356,41888,32457,11,27127,25866,21346,76668,8049,74356,10361,10
657,34,Hardoi,73,73,0,18721,18721,0,177777,100349,77392,36,26486,86211,65057,198429,27524,177777,48176,8
702,35,Haridwar,86,85,1,9303,8603,700,336739,192900,143794,45,88233,139117,109292,411999,15751,336739,91011,47
289,16,Hassan,230,230,0,31850,31850,0,368088,181484,186545,59,65538,151784,150691,384228,70637,368088,86777,52
658,34,Hathras,53,53,0,11722,11722,0,128967,69836,59118,13,13231,60236,55483,137367,17425,128967,25825,15
279,16,Haveri,90,90,0,12285,12285,0,163480,82952,80505,23,25920,68397,69143,176984,20837,163480,34341,48
255,15,Hazaribagh,74,74,0,7474,7474,0,215302,116582,98674,46,68402,77923,68936,189381,64774,215302,38853,11
386,21,Hingoli,50,50,0,10820,10820,0,117533,64062,53454,17,23749,49512,44257,119694,27225,117533,29386,5
191,12,Hisar,47,47,0,8440,8440,0,224461,120962,103461,38,61611,83741,79039,244544,10518,224461,30601,49
764,4,Hojai,32,32,0,2540,2540,0,96305,51416,44874,15,21193,46583,28526,87955,36434,96305,28084,0
720,36,Hoogly,100,99,1,26243,26133,110,809841,447068,362707,66,149087,354198,306450,986470,109758,809841,286387,10
360,20,Hoshangabad,25,25,0,5528,5528,0,177113,99605,77472,36,60053,62556,54488,180187,27196,177113,30270,1
481,28,Hoshiarpur,77,77,0,21577,21577,0,309573,169138,140402,33,55560,138179,115807,346467,25704,309573,62598,4
721,36,Howrah,102,98,4,21448,20555,893,616541,345766,270708,67,135900,263419,217048,755530,66763,616541,205752,21
581,32,Hyderabad,122,70,52,117989,64810,53179,1079271,603557,475564,150,439690,383608,255161,1053745,297642,1079271,276501,107
306,17,Idukki,61,59,2,21720,21520,200,289880,139973,149842,65,36723,128453,124347,327935,28522,289880,66577,31
401,22,Imphal East,34,34,0,3610,3610,0,96069,52135,43912,22,32481,41853,21718,110267,0,96069,14198,14
402,22,Imphal West,25,25,0,4810,4810,0,113335,61868,51411,56,43706,44440,25151,129717,0,113335,16382,42
314,20,Indore,374,362,12,103740,99940,3800,1283006,711789,570880,337,639010,391681,251712,1228025,280330,1283006,225349,17
17,3,Itanagar Capital Complex,8,8,0,900,900,0,53003,30385,22609,9,34686,15375,2933,60654,0,53003,7651,19
315,20,Jabalpur,147,147,0,42955,42955,0,608734,330806,277792,136,238615,224782,145001,542715,181571,608734,115552,10
459,26,Jagatsinghpur,39,39,0,12200,12200,0,174014,95087,78905,22,9642,82293,82057,205793,0,174014,31779,4
584,32,Jagtial,17,17,0,4575,4575,0,133112,63723,69360,29,14973,70446,47679,141152,24592,133112,32632,13
505,29,Jaipur I,176,168,8,58650,54800,3850,999279,547785,451311,183,251558,423094,323622,1020298,212550,999279,233569,71
506,29,Jaipur II,83,76,7,18850,16250,2600,596196,323791,272332,73,158259,245530,191790,584394,139063,596196,127261,5
527,29,Jaisalmer,36,36,0,7800,7800,0,125533,73949,51574,10,37025,49800,38660,134894,27473,125533,36834,3
460,26,Jajpur,16,15,1,12100,11700,400,234032,129028,104961,43,18049,110395,105573,271688,0,234032,37656,0
492,28,Jalandhar,120,118,2,18492,17292,1200,432926,230998,201870,58,65188,207386,160305,474728,46273,432926,88075,9
659,34,Jalaun,98,98,0,15325,15325,0,139897,79704,60175,18,14893,69428,55553,153145,9459,139897,22707,9
390,21,Jalgaon,72,70,2,14350,14020,330,464931,250450,214443,38,82357,201943,180514,526862,68903,464931,130834,7
396,21,Jalna,87,87,0,18020,18020,0,281676,149696,131936,44,59503,110193,111765,283599,59103,281676,61026,102
533,29,Jalore,56,56,0,6800,6800,0,284468,152380,132012,76,41828,110649,131909,338687,11519,284468,65738,1
722,36,Jalpaiguri,41,40,1,15410,15290,120,227392,135432,91906,54,74846,93509,58985,256599,36676,227392,65883,25
230,14,Jammu,64,64,0,16575,16575,0,504676,280992,223574,110,111568,223786,169122,613256,35664,504676,144244,31
169,11,Jamnagar,29,28,1,7400,6600,800,222241,126074,96136,31,58520,82446,81203,279839,11200,222241,68798,140
773,11,Jamnagar Corporation,42,42,0,7800,7800,0,213681,115838,97806,37,114774,56621,42179,241242,20516,213681,48077,115
259,15,Jamtara,35,35,0,6085,6085,0,96847,52139,44699,9,28740,35683,32401,105156,8969,96847,17278,14
107,5,Jamui,40,40,0,8350,8350,0,149876,82241,67603,32,41741,45987,62082,177558,0,149876,27682,1
585,32,Jangaon,18,18,0,3200,3200,0,57878,27447,30424,7,5360,27033,25479,66424,10394,57878,18940,4
121,7,Janjgir-Champa,189,189,0,36300,36300,0,276124,131849,144256,19,14884,145617,115609,318716,11350,276124,53942,8
122,7,Jashpur,120,120,0,14120,14120,0,170776,78514,92236,26,14844,94813,61113,200084,6451,170776,35759,31
660,34,Jaunpur,134,134,0,27825,27825,0,278488,152434,125992,62,25535,124643,128282,307924,45318,278488,74754,18
586,32,Jayashankar Bhupalpally,15,15,0,2100,2100,0,79452,38493,40942,17,6570,41525,31354,63380,31636,79452,15564,8
91,5,Jehanabad,20,20,0,2880,2880,0,96385,52845,43509,31,32300,32141,31898,107218,4951,96385,15784,2
340,20,Jhabua,59,59,0,7340,7340,0,82031,41603,40417,11,34770,25085,22143,88983,11117,82031,18069,1
189,12,Jhajjar,46,46,0,13180,13180,0,182514,95731,86744,39,44713,70884,66871,184657,36243,182514,38386,5
515,29,Jhalawar,49,49,0,7290,7290,0,260280,136367,123878,35,48465,89328,122367,309514,9740,260280,58974,18
661,34,Jhansi,112,112,0,21881,21881,0,210719,124367,86279,73,98735,64185,47743,223111,31376,210719,43768,17
723,36,Jhargram,48,48,0,14160,14160,0,101201,66162,35033,6,42339,33391,25445,121090,20289,101201,40178,3
474,26,Jharsuguda,33,27,6,7011,5021,1990,93179,53228,39944,7,16612,42963,33573,118539,0,93179,25360,7
510,29,Jhunjhunu,40,40,0,13320,13320,0,517318,253017,264219,82,69444,213619,233945,606536,38758,517318,127976,12
204,12,Jind,33,33,0,6274,6274,0,169948,88739,81181,28,43512,63205,63195,183358,6367,169948,19777,17
410,22,Jiribam,2,2,0,380,380,0,6867,4629,2236,2,3779,2294,794,8574,0,6867,1707,1
502,29,Jodhpur,205,203,2,181100,180300,800,820848,440651,380092,105,156850,366821,296923,892551,112815,820848,184518,16
587,32,Jogulamba Gadwal,10,10,0,710,710,0,52535,27168,25355,12,6018,28559,17953,55211,7385,52535,10061,7
54,4,Jorhat,6,4,2,1105,545,560,125257,67883,57351,23,31678,57136,36428,131497,21223,125257,27463,29
178,11,Junagadh,43,43,0,9000,9000,0,230124,119855,110240,29,30706,114886,84512,277869,9524,230124,57269,14
774,11,Junagadh Corporation,16,16,0,3450,3450,0,75256,39842,35406,8,19731,30721,24782,98560,6120,75256,29424,3
80,5,Kaimur,14,14,0,3630,3630,0,137610,76495,61083,32,38858,45610,53119,158872,0,137610,21262,1
190,12,Kaithal,38,38,0,3770,3770,0,159300,83692,75590,18,50654,51633,56879,157898,28593,159300,27191,24
413,22,Kakching,5,5,0,1020,1020,0,25040,13191,11838,11,7725,10432,6873,27789,0,25040,2749,1
464,26,Kalahandi,41,40,1,8670,8370,300,219179,113882,105269,28,38780,90451,89925,267294,0,219179,48115,3
724,36,Kalimpong,6,6,0,1520,1520,0,75730,38613,37107,10,19359,32909,23454,92770,11681,75730,28721,14
552,31,Kallakurichi,59,58,1,7490,7390,100,84903,46695,38195,13,35506,29725,19642,92896,10210,84903,18203,3
588,32,Kamareddy,23,23,0,7600,7600,0,150016,71096,78891,29,14892,81255,53832,169972,17625,150016,37581,3
409,22,Kamjong,1,1,0,350,350,0,3836,2289,1547,0,2327,1048,456,4374,0,3836,538,0
24,3,Kamle,1,1,0,100,100,0,2286,1237,1049,0,749,1133,403,2823,0,2286,537,1
49,4,Kamrup Metropolitan,66,51,15,11347,9445,1902,480402,270909,209394,99,230420,164274,85500,486152,87436,480402,93186,18
50,4,Kamrup Rural,84,83,1,15146,14876,270,236799,126966,109790,43,52533,118842,65415,257760,29099,236799,50060,8
557,31,Kanchipuram,26,26,0,8750,8750,0,117637,73313,44313,11,60741,36415,20462,126230,14161,117637,22754,2
450,26,Kandhamal,16,16,0,5960,5960,0,107582,50997,56569,16,12069,48543,46969,131242,0,107582,23660,4
408,22,Kangpokpi,3,3,0,400,400,0,11282,5916,5365,1,4589,4534,2150,13540,0,11282,2258,0
213,13,Kangra,69,68,1,21610,21480,130,453179,218941,234151,87,52363,217563,183188,539924,0,453179,86745,75
123,7,Kanker,46,46,0,13850,13850,0,155786,78235,77537,14,21218,83498,51066,189540,7417,155786,41171,23
662,34,Kannauj,82,82,0,23910,23910,0,81144,48361,32754,29,15171,37249,28710,95703,5933,81144,20492,6
297,17,Kannur,66,64,2,21775,17775,4000,604005,288237,315668,100,97466,239046,267162,704090,57047,604005,157132,723
663,34,Kanpur Dehat,46,46,0,10252,10252,0,121843,71783,50020,40,14143,61614,46026,139556,10917,121843,28630,6
664,34,Kanpur Nagar,143,139,4,21442,19302,2140,554513,320426,233962,125,217450,193110,143673,587543,77188,554513,110218,12
544,31,Kanyakumari,7,7,0,3090,3090,0,166637,88588,78024,25,66504,57270,42819,185333,25028,166637,43724,4
479,28,Kapurthala,31,31,0,6750,6750,0,117590,63779,53789,22,15777,58818,42965,124845,13617,117590,20872,18
476,27,Karaikal,14,14,0,3300,3300,0,28788,14782,13998,8,7125,12748,8910,33421,0,28788,4633,8
525,29,Karauli,35,35,0,5810,5810,0,268443,138956,129426,61,35202,107914,125307,299604,17573,268443,48734,7
51,4,Karbi-Anglong,34,34,0,4350,4350,0,57026,32276,24742,8,18980,28994,9044,60437,10858,57026,14269,2
309,18,Kargil,17,17,0,4950,4950,0,60993,31814,29170,9,32238,16504,12228,75572,0,60993,14579,4
69,4,Karimganj,18,18,0,1620,1620,0,91563,50382,41170,11,26435,43162,21965,98490,15941,91563,22868,0
589,32,Karimnagar,25,23,2,9787,9300,487,208642,106441,102148,53,26860,108702,73057,218704,25783,208642,35845,10
203,12,Karnal,30,29,1,6640,6540,100,289336,152515,136783,38,75036,107580,106622,270120,82585,289336,63369,177
559,31,Karur,1,0,1,132,0,132,99200,54618,44564,18,39194,40040,19848,103388,18091,99200,22279,1
295,17,Kasaragod,49,49,0,10530,10530,0,354746,174612,180087,47,40671,176944,136822,411335,29732,354746,86321,54
665,34,Kasganj,46,46,0,5610,5610,0,77219,43149,34058,12,13665,34232,29311,84524,12779,77219,20084,3
234,14,Kathua,97,97,0,22950,22950,0,166620,91342,75251,27,34088,74488,58029,197423,0,166620,30803,7
75,5,Katihar,21,21,0,11220,11220,0,201758,110543,91190,25,75544,69519,56646,240889,0,201758,39131,15
353,20,Katni,34,34,0,6000,6000,0,165809,93008,72781,20,49111,66543,49983,172298,15026,165809,21515,0
666,34,Kaushambi,67,67,0,6310,6310,0,88844,50951,37887,6,13482,43895,31464,100332,10147,88844,21635,7
135,7,Kawardha,5,5,0,1700,1700,0,132850,64884,67943,23,12412,79599,40836,150861,6331,132850,24342,2
461,26,Kendrapara,56,56,0,8069,8069,0,217729,114903,102806,20,9237,105048,103432,256353,0,217729,38624,2
455,26,Kendujhar,54,52,2,9563,9180,383,234412,124214,110162,36,21029,119356,94006,277222,0,234412,42810,2
101,5,Khagaria,28,28,0,5760,5760,0,126991,67951,59023,17,36593,38681,51675,150119,0,126991,23128,6
590,32,Khammam,39,39,0,8570,8570,0,136021,74162,61839,20,27270,66375,42329,150992,33728,136021,48699,7
339,20,Khandwa,46,46,0,10588,10588,0,162224,87503,74691,30,57842,54686,49653,163632,32730,162224,34138,2
344,20,Khargone,61,61,0,10195,10195,0,208781,118126,90614,41,85041,71829,51833,219174,22922,208781,33315,5
156,11,Kheda,64,64,0,14310,14310,0,407433,214864,192521,48,76524,185888,144941,396962,154269,407433,143798,11
616,33,Khowai,31,31,0,3240,3240,0,72781,37492,35281,8,6985,42508,23284,104335,0,72781,31554,1
252,15,Khunti,32,32,0,5620,5620,0,81390,42608,38772,10,27764,29474,24139,75170,20305,81390,14085,6
446,26,Khurda,133,129,4,33007,30523,2484,775465,440628,334712,125,276607,303986,194602,206753,878659,775465,309947,21
216,13,Kinnaur,4,3,1,510,400,110,30626,16212,14409,5,6630,14272,9718,39370,0,30626,8744,11
444,25,Kiphire,5,5,0,510,510,0,5387,3685,1702,0,2523,1851,1012,7380,0,5387,1993,12
76,5,Kishanganj,24,24,0,3100,3100,0,122778,68083,54675,20,40436,45133,37169,150017,0,122778,27239,3
231,14,Kishtwar,19,19,0,1660,1660,0,52890,31312,21566,12,8478,26686,17721,64835,0,52890,11945,1
283,16,Kodagu,57,57,0,10740,10740,0,132708,65395,67295,18,24628,55929,52094,147044,19603,132708,33939,21
241,15,Koderma,25,25,0,3515,3515,0,90575,45985,44581,9,24970,32309,33273,96993,6466,90575,12884,18
441,25,Kohima,8,8,0,1641,1641,0,34411,19743,14666,2,15018,13111,6279,42862,0,34411,8451,0
61,4,Kokrajhar,30,30,0,2105,2105,0,73377,41840,31528,9,24318,34771,14281,82486,10456,73377,19565,2
277,16,Kolar,219,219,0,175510,175510,0,397490,205424,191995,71,165332,132445,99605,415934,54799,397490,73243,22
428,24,Kolasib,1,1,0,550,550,0,19405,10022,9382,1,4243,9026,6133,23706,0,19405,4301,8
371,21,Kolhapur,305,303,2,94460,93120,1340,985658,494608,490893,157,110255,452053,423159,1134545,75032,985658,223919,59
725,36,Kolkata,404,256,148,353708,178280,175428,1673705,948368,725057,280,487835,659397,524028,1890048,305728,1673705,522071,119
298,17,Kollam,74,73,1,19174,17874,1300,639399,299008,340269,122,101378,245119,292271,756122,64100,639399,180823,140
124,7,Kondagaon,37,37,0,4200,4200,0,116714,53625,63075,14,10096,76774,29843,133102,4430,116714,20818,11
282,16,Koppal,219,219,0,25040,25040,0,260114,124729,135342,43,53882,112245,93929,273089,43308,260114,56283,102
451,26,Koraput,48,48,0,17750,17750,0,253402,122140,131206,56,44369,102398,106619,309315,1,253402,55914,4
125,7,Korba,43,43,0,8330,8330,0,286942,139608,147304,30,18408,175368,93152,328780,7590,286942,49428,23
126,7,Koriya,25,25,0,6450,6450,0,115295,56797,58490,8,10659,65160,39472,132493,4135,115295,21333,14
503,29,Kota,81,81,0,16180,16180,0,499114,269336,229693,85,139363,204235,155405,547909,46942,499114,95737,12
304,17,Kottayam,87,83,4,20209,15859,4350,544089,252983,291022,84,88734,201381,253577,628152,47487,544089,131550,177
780,31,Kovilpatti,5,5,0,430,430,0,60979,31086,29884,9,22006,22675,16291,64206,9322,60979,12549,2
305,17,Kozhikode,107,102,5,43179,21259,21920,727410,351613,375677,120,118659,299361,308699,849894,63181,727410,185665,185
27,3,Kra Daadi,1,1,0,110,110,0,3013,1569,1444,0,1456,1056,500,3741,0,3013,728,1
4,2,Krishna,70,62,8,25334,22364,2970,789696,410632,378950,114,135892,423707,229880,782873,257729,789696,250906,32
562,31,Krishnagiri,71,70,1,18730,6730,12000,201871,118837,83000,34,77217,84982,39603,206492,38862,201871,43483,1
221,14,Kulgam,60,60,0,10772,10772,0,100603,58008,42579,16,7624,56188,36789,112946,0,100603,12343,0
211,13,Kullu,7,7,0,900,900,0,122445,62299,60128,18,16122,63503,42806,150764,0,122445,28319,4
591,32,Kumuram Bheem,23,22,1,2939,2739,200,45095,23341,21743,11,7097,23577,14419,44637,9497,45095,9039,7
226,14,Kupwara,53,53,0,13270,13270,0,100005,62131,37863,11,13318,54761,31920,118213,0,100005,18208,4
7,2,Kurnool,26,26,0,12900,12900,0,573175,281355,291757,63,70392,312138,190565,642842,108345,573175,178012,12
186,12,Kurukshetra,28,28,0,4595,4595,0,183653,96537,87095,21,44419,66491,72698,188580,24709,183653,29636,13
21,3,Kurung Kumey,2,2,0,180,180,0,4711,2232,2417,62,2235,1501,975,6653,0,4711,1942,4
667,34,Kushinagar,65,65,0,8620,8620,0,211134,120661,90446,27,24987,101754,84327,227894,35054,211134,51814,12
170,11,Kutch,58,52,6,12760,9960,2800,401740,225126,176561,53,134173,149405,118021,486196,38817,401740,123273,14
210,13,Lahaul Spiti,0,0,0,0,0,0,10212,5246,4964,2,2022,4922,3267,13567,0,10212,3355,0
63,4,Lakhimpur,19,19,0,1860,1860,0,105413,55402,49997,14,24513,52580,28315,121083,12645,105413,28315,6
668,34,Lakhimpur Kheri,69,69,0,23190,23190,0,202336,116769,85398,169,28953,102850,70506,212440,32782,202336,42886,5
84,5,Lakhisarai,16,16,0,3510,3510,0,70687,38935,31738,14,22559,21653,26469,83884,0,70687,13197,0
311,19,Lakshadweep,9,9,0,14750,14750,0,32608,17993,14613,2,12313,12996,7299,39589,0,32608,6981,0
669,34,Lalitpur,73,73,0,12165,12165,0,77904,43125,34768,11,11806,34334,31759,82681,10404,77904,15181,4
244,15,Latehar,48,48,0,7911,7911,0,79298,44641,34637,20,29695,24462,25106,87436,5877,79298,14015,2
383,21,Latur,102,102,0,17245,17245,0,331446,181546,149853,47,63645,129708,138031,345138,70872,331446,84564,20
432,24,Lawngtlai,1,1,0,300,300,0,15613,8385,7226,2,4690,6934,3988,18479,0,15613,2866,39
310,18,Leh,7,7,0,1330,1330,0,81273,43279,37986,8,43583,19611,18065,104020,0,81273,22747,0
33,3,Lepa Rada,1,1,0,200,200,0,5909,3202,2707,0,2098,2529,1282,8423,0,5909,2514,0
250,15,Lohardaga,30,30,0,10360,10360,0,65281,33254,32008,19,20180,24721,20367,61699,13656,65281,10074,9
29,3,Lohit,6,6,0,788,788,0,9656,5759,3894,3,3934,4290,1432,11673,0,9656,2017,37
40,3,Longding,6,6,0,1200,1200,0,5751,3922,1829,0,3292,1812,644,7417,0,5751,1666,21
438,25,Longleng,5,5,0,540,540,0,8949,4859,4089,1,3216,3814,1918,11077,0,8949,2128,1
31,3,Lower Dibang Valley,8,8,0,1600,1600,0,11053,5935,5117,1,4380,4816,1857,13620,0,11053,2567,16
18,3,Lower Siang,3,3,0,479,479,0,5937,3129,2808,0,2027,2810,1100,7030,0,5937,1093,0
32,3,Lower Subansiri,3,3,0,440,440,0,12100,6139,5959,2,5287,4687,2124,16160,0,12100,4060,39
670,34,Lucknow,146,140,6,32692,28760,3932,832169,478392,353543,234,372208,274821,184287,886428,155611,832169,209870,26
488,28,Ludhiana,129,108,21,107510,96770,10740,603887,354310,249502,75,134040,277522,192180,682754,58679,603887,137546,12
431,24,Lunglei,5,5,0,880,880,0,35560,19179,16380,1,7012,17277,11267,43463,0,35560,7903,106
70,5,Madhepura,66,66,0,11860,11860,0,165411,91171,74205,35,43924,54355,67100,193375,0,165411,27964,12
95,5,Madhubani,76,76,0,16380,16380,0,370343,196483,173790,70,98594,110127,161469,448000,0,370343,77657,7
540,31,Madurai,28,22,6,7530,6250,1280,319835,175581,144201,53,122769,111324,85676,346277,57765,319835,84207,1
592,32,Mahabubabad,25,25,0,3400,3400,0,95033,45223,49740,70,8619,45379,41026,98241,26145,95033,29353,18
593,32,Mahabubnagar,33,33,0,8300,8300,0,98201,47901,50281,19,12304,54552,31318,102772,20539,98201,25110,6
671,34,Maharajganj,61,61,0,10775,10775,0,156470,87837,68607,26,23451,71842,61100,171902,22895,156470,38327,14
127,7,Mahasamund,37,37,0,3950,3950,0,247795,116515,131246,34,10422,132701,104665,305587,5059,247795,62851,15
477,27,Mahe,2,2,0,325,325,0,16711,7630,9080,1,3517,7154,6038,20553,0,16711,3842,2
206,12,Mahendragarh,26,26,0,3473,3473,0,190253,98499,91722,32,45472,63406,81312,196851,23529,190253,30127,4
183,11,Mahisagar,20,20,0,4200,4200,0,268593,137105,131437,51,24050,123848,120612,332848,36243,268593,100498,4
672,34,Mahoba,84,84,0,8240,8240,0,103347,55545,47785,17,10721,48250,44360,115106,6233,103347,17992,6
673,34,Mainpuri,46,43,3,4640,4340,300,111386,61814,49552,20,15377,49475,46491,118409,17302,111386,24325,22
767,4,Majuli,8,8,0,800,800,0,37458,19898,17556,4,7387,20553,9517,42663,4674,37458,9879,0
302,17,Malappuram,206,201,5,52320,50268,2052,655346,340156,315091,99,113250,285224,256479,740535,56826,655346,142015,115
726,36,Malda,96,96,0,14316,14316,0,376664,206529,170041,94,105050,162616,108932,400575,89024,376664,112935,11
469,26,Malkangiri,5,5,0,1050,1050,0,75894,37677,38201,16,11169,32675,32043,95414,0,75894,19520,17
427,24,Mamit,2,2,0,450,450,0,17705,9754,7951,0,4045,8397,5259,21638,0,17705,3933,296
594,32,Mancherial,10,9,1,5200,4800,400,90563,48143,42403,17,13758,46219,30553,96763,9837,90563,16037,20
215,13,Mandi,23,23,0,2240,2240,0,316317,149628,166631,58,36673,151451,128112,389938,0,316317,73621,281
335,20,Mandla,35,35,0,11450,11450,0,112966,57757,55196,13,32753,41970,38239,117447,14052,112966,18533,6
319,20,Mandsaur,29,29,0,7016,7016,0,155090,86151,68910,29,49951,59335,45783,164610,16808,155090,26328,2
290,16,Mandya,116,115,1,14673,14573,100,352702,168289,184351,62,50452,158902,143315,401238,37927,352702,86463,44
482,28,Mansa,57,57,0,40960,40960,0,60270,36247,24018,5,19926,22853,17472,61240,7343,60270,8313,2
674,34,Mathura,101,101,0,19310,19310,0,300294,174737,125493,64,98972,115593,85661,308056,47935,300294,55697,80
675,34,Mau,57,57,0,9062,9062,0,123228,70742,52460,26,23061,55803,44221,139767,18974,123228,35513,9
456,26,Mayurbhanj,57,57,0,7521,7521,0,275020,138151,136845,24,24277,135046,115687,341659,0,275020,66639,3
595,32,Medak,11,11,0,1200,1200,0,109556,53739,55777,40,9686,63332,36536,111239,18300,109556,19983,4
596,32,Medchal,125,106,19,66904,55120,11784,528722,292085,236560,77,155487,224009,149058,564493,98445,528722,140889,32
676,34,Meerut,116,115,1,23715,23215,500,553784,306467,247189,128,174660,234062,144956,570169,92828,553784,109213,7
160,11,Mehsana,62,62,0,13000,13000,0,532618,276358,256212,48,147132,202154,183302,595228,96278,532618,158888,8
677,34,Mirzapur,83,83,0,15480,15480,0,244547,139492,104980,75,80672,88449,75321,259110,28522,244547,43085,7
491,28,Moga,98,98,0,18674,18674,0,103896,57832,46054,10,22607,44190,37088,114758,6536,103896,17398,2
437,25,Mokokchung,6,6,0,740,740,0,27359,14123,13234,2,7924,10483,8946,31861,0,27359,4502,1
439,25,Mon,10,10,0,1263,1263,0,27921,16137,11783,1,11187,10657,6074,31472,0,27921,3551,4
678,34,Moradabad,87,86,1,11100,11000,100,298554,172693,125757,104,135870,100178,62341,300501,51649,298554,53596,51
171,11,Morbi,37,36,1,10756,8556,2200,143886,76746,67120,20,23569,64146,56157,169673,28610,143886,54397,1
347,20,Morena,64,64,0,24880,24880,0,212441,123621,88770,50,74316,70468,67610,207917,35147,212441,30623,6
55,4,Morigaon,12,12,0,1515,1515,0,85724,43415,42297,12,17756,42011,25954,96037,7104,85724,17417,0
612,32,Mulugu,16,16,0,1600,1600,0,57097,27517,29571,9,4236,35319,17538,44772,23806,57097,11481,1
395,21,Mumbai,380,292,88,177559,37358,140201,3008516,1641945,1366075,496,906130,1200849,897713,3511831,286541,3008516,790038,498
128,7,Mungeli,26,26,0,2700,2700,0,130376,62133,68237,6,6050,74530,49791,144495,2065,130376,16184,14
85,5,Munger,41,40,1,3940,3740,200,126601,72375,54194,32,39811,42519,44245,155028,1,126601,28428,7
727,36,Murshidabad,126,126,0,31611,31611,0,629956,336735,293125,96,145589,270368,213922,730790,105782,629956,206616,42
679,34,Muzaffarnagar,115,115,0,47152,47152,0,228526,126078,102401,47,22546,123998,81899,254600,26200,228526,52274,8
86,5,Muzaffarpur,137,137,0,24870,24870,0,385811,219073,166682,56,135358,123725,126638,407539,37942,385811,59670,9
266,16,Mysore,164,157,7,22235,18810,3425,789538,391430,397991,117,140286,364088,284876,876441,72781,789538,159684,58
470,26,Nabarangpur,39,39,0,7600,7600,0,148263,69640,78603,20,32474,61273,54492,179363,0,148263,31100,6
728,36,Nadia,66,66,0,16661,16661,0,542347,309849,232417,81,127679,221899,192700,649248,55674,542347,162575,17
56,4,Nagaon,34,33,1,9300,8800,500,178736,91922,86789,25,46989,83468,48266,194978,24155,178736,40397,2
576,31,Nagapattinam,9,8,1,2370,2270,100,104615,61547,43052,16,46128,36443,22033,108969,17977,104615,22331,1
597,32,Nagarkurnool,8,8,0,1300,1300,0,96201,46451,49709,41,8475,51788,35909,102994,11167,96201,17960,3
532,29,Nagaur,27,27,0,2850,2850,0,800880,397607,403149,124,92355,380737,327567,980129,31322,800880,210571,12
365,21,Nagpur,259,255,4,65805,63530,2275,1045664,558435,487056,173,183209,486976,375270,1232877,91876,1045664,279089,138
709,35,Nainital,59,58,1,10390,10140,250,236906,123566,113249,91,60492,98941,77385,293111,12065,236906,68270,11
90,5,Nalanda,70,70,0,18800,18800,0,314945,167198,147690,57,86169,99895,128789,366099,8167,314945,59321,0
52,4,Nalbari,20,20,0,2403,2403,0,76051,42452,33585,14,17562,38779,19709,82293,9439,76051,15681,1
598,32,Nalgonda,16,16,0,7800,7800,0,133492,71190,62290,12,25527,65995,41959,154923,9207,133492,30638,1
558,31,Namakkal,13,13,0,2532,2532,0,193195,104072,89084,39,63122,77226,52811,210750,35900,193195,53455,1
36,3,Namsai,5,5,0,790,790,0,19781,10665,9116,0,5805,9830,4141,24300,0,19781,4519,14
382,21,Nanded,136,136,0,17830,17830,0,356488,191777,164672,39,60694,160140,135625,328524,118038,356488,90074,15
729,36,Nandigram HD (East Medinipore),39,39,0,16360,16360,0,353422,194890,158493,39,63423,152612,137359,392323,52973,353422,91874,12
387,21,Nandurbar,98,98,0,37530,37530,0,242088,128036,114022,30,58075,122210,61740,257697,34785,242088,50394,13
613,32,Narayanpet,14,14,0,3700,3700,0,33662,16969,16685,8,4798,17746,11111,35997,5608,33662,7943,3
129,7,Narayanpur,2,2,0,430,430,0,22861,12810,10049,2,7058,11526,4275,28331,1819,22861,7289,15
184,11,Narmada,18,18,0,3550,3550,0,144314,73667,70624,23,18201,72180,53918,158331,38894,144314,52911,25
352,20,Narsinghpur,28,28,0,5115,5115,0,143931,81619,62291,21,44588,51995,47333,157356,14156,143931,27581,3
389,21,Nashik,125,119,6,18297,16585,1712,828394,457519,370760,115,146432,390238,291606,937161,111551,828394,220318,34
164,11,Navsari,43,43,0,8210,8210,0,305097,148486,156586,25,44366,132805,127851,318203,117053,305097,130159,10
92,5,Nawada,228,228,0,74120,74120,0,187785,99394,88356,35,51106,63209,73422,219396,7396,187785,39007,4
462,26,Nayagarh,19,19,0,10155,10155,0,134688,72619,62054,15,7529,58358,68789,159656,0,134688,24968,1
