district_id,state_id,district_name,session_date,total,planned,ongoing,completed
582,32,Adilabad,2021-04-26,30,3,11,16
582,32,Adilabad,2021-04-27,30,2,10,18
582,32,Adilabad,2021-04-28,30,5,11,14
582,32,Adilabad,2021-04-29,30,3,7,20
582,32,Adilabad,2021-04-30,30,5,8,17
582,32,Adilabad,2021-05-01,1,1,0,0
582,32,Adilabad,2021-05-02,0,0,0,0
582,32,Adilabad,2021-05-03,30,5,16,9
582,32,Adilabad,2021-05-04,30,3,9,18
582,32,Adilabad,2021-05-05,30,4,14,12
582,32,Adilabad,2021-05-06,30,4,12,14
582,32,Adilabad,2021-05-07,24,1,7,16
582,32,Adilabad,2021-05-08,25,0,13,12
582,32,Adilabad,2021-05-09,7,7,0,0
582,32,Adilabad,2021-05-10,28,2,11,15
582,32,Adilabad,2021-05-11,30,6,10,14
582,32,Adilabad,2021-05-12,30,8,7,15
582,32,Adilabad,2021-05-13,30,8,9,13
582,32,Adilabad,2021-05-14,30,13,7,10
582,32,Adilabad,2021-05-15,29,27,1,1
582,32,Adilabad,2021-05-16,0,0,0,0
582,32,Adilabad,2021-05-17,0,0,0,0
582,32,Adilabad,2021-05-18,0,0,0,0
582,32,Adilabad,2021-05-19,0,0,0,0
582,32,Adilabad,2021-05-20,0,0,0,0
582,32,Adilabad,2021-05-21,0,0,0,0
582,32,Adilabad,2021-05-22,0,0,0,0
582,32,Adilabad,2021-05-23,0,0,0,0
582,32,Adilabad,2021-05-24,0,0,0,0
582,32,Adilabad,2021-05-25,16,8,6,2
320,20,Agar,2021-04-26,14,1,7,6
320,20,Agar,2021-04-27,1,0,1,0
320,20,Agar,2021-04-28,13,1,6,6
320,20,Agar,2021-04-29,0,0,0,0
320,20,Agar,2021-04-30,0,0,0,0
320,20,Agar,2021-05-01,6,1,4,1
320,20,Agar,2021-05-02,0,0,0,0
320,20,Agar,2021-05-03,3,0,2,1
320,20,Agar,2021-05-04,0,0,0,0
320,20,Agar,2021-05-05,12,0,5,7
320,20,Agar,2021-05-06,11,1,5,5
320,20,Agar,2021-05-07,0,0,0,0
320,20,Agar,2021-05-08,9,0,2,7
320,20,Agar,2021-05-09,0,0,0,0
320,20,Agar,2021-05-10,1,0,1,0
320,20,Agar,2021-05-11,0,0,0,0
320,20,Agar,2021-05-12,14,0,4,10
320,20,Agar,2021-05-13,3,0,3,0
320,20,Agar,2021-05-15,2,0,2,0
320,20,Agar,2021-05-16,4,4,0,0
320,20,Agar,2021-05-17,7,0,4,3
320,20,Agar,2021-05-18,1,0,1,0
320,20,Agar,2021-05-19,17,0,8,9
320,20,Agar,2021-05-20,7,1,2,4
320,20,Agar,2021-05-21,18,1,8,9
320,20,Agar,2021-05-22,6,0,4,2
320,20,Agar,2021-05-23,12,0,10,2
320,20,Agar,2021-05-24,11,0,5,6
320,20,Agar,2021-05-25,1,0,1,0
622,34,Agra,2021-04-26,206,148,29,29
622,34,Agra,2021-04-27,173,155,9,9
622,34,Agra,2021-04-28,184,72,45,67
622,34,Agra,2021-04-29,195,81,39,75
622,34,Agra,2021-04-30,187,106,26,55
622,34,Agra,2021-05-01,128,55,29,44
622,34,Agra,2021-05-02,7,7,0,0
622,34,Agra,2021-05-03,128,50,44,34
622,34,Agra,2021-05-04,122,40,26,56
622,34,Agra,2021-05-05,117,50,21,46
622,34,Agra,2021-05-06,60,38,8,14
622,34,Agra,2021-05-07,122,64,19,39
622,34,Agra,2021-05-08,120,79,17,24
622,34,Agra,2021-05-09,71,71,0,0
622,34,Agra,2021-05-10,54,10,15,29
622,34,Agra,2021-05-11,80,2,23,55
622,34,Agra,2021-05-12,81,0,28,53
622,34,Agra,2021-05-13,82,2,18,62
622,34,Agra,2021-05-14,51,1,17,33
622,34,Agra,2021-05-15,81,0,15,66
622,34,Agra,2021-05-16,0,0,0,0
622,34,Agra,2021-05-17,97,1,35,61
622,34,Agra,2021-05-18,96,1,29,66
622,34,Agra,2021-05-19,95,3,32,60
622,34,Agra,2021-05-20,137,24,42,71
622,34,Agra,2021-05-21,137,23,39,75
622,34,Agra,2021-05-22,136,28,40,68
622,34,Agra,2021-05-23,0,0,0,0
622,34,Agra,2021-05-24,109,0,28,81
622,34,Agra,2021-05-25,78,0,23,55
154,11,Ahmedabad,2021-04-26,115,14,30,71
154,11,Ahmedabad,2021-04-27,98,9,37,52
154,11,Ahmedabad,2021-04-28,111,6,39,66
154,11,Ahmedabad,2021-04-29,107,15,40,52
154,11,Ahmedabad,2021-04-30,94,23,30,41
154,11,Ahmedabad,2021-05-01,71,35,13,23
154,11,Ahmedabad,2021-05-02,72,26,12,34
154,11,Ahmedabad,2021-05-03,74,30,23,21
154,11,Ahmedabad,2021-05-04,90,31,29,30
154,11,Ahmedabad,2021-05-05,97,21,38,38
154,11,Ahmedabad,2021-05-06,95,23,31,41
154,11,Ahmedabad,2021-05-07,112,17,7,88
154,11,Ahmedabad,2021-05-08,84,18,10,56
154,11,Ahmedabad,2021-05-09,78,9,15,54
154,11,Ahmedabad,2021-05-10,79,1,15,63
154,11,Ahmedabad,2021-05-11,101,3,19,79
154,11,Ahmedabad,2021-05-12,85,6,13,66
154,11,Ahmedabad,2021-05-13,96,5,10,81
154,11,Ahmedabad,2021-05-14,0,0,0,0
154,11,Ahmedabad,2021-05-15,0,0,0,0
154,11,Ahmedabad,2021-05-16,0,0,0,0
154,11,Ahmedabad,2021-05-17,0,0,0,0
154,11,Ahmedabad,2021-05-18,0,0,0,0
154,11,Ahmedabad,2021-05-19,2,2,0,0
154,11,Ahmedabad,2021-05-20,21,3,3,15
154,11,Ahmedabad,2021-05-21,21,2,0,19
154,11,Ahmedabad,2021-05-22,19,1,0,18
154,11,Ahmedabad,2021-05-23,20,0,2,18
154,11,Ahmedabad,2021-05-24,23,0,1,22
154,11,Ahmedabad,2021-05-25,21,1,2,18
770,11,Ahmedabad Corporation,2021-04-26,200,6,78,116
770,11,Ahmedabad Corporation,2021-04-27,211,8,72,131
770,11,Ahmedabad Corporation,2021-04-28,212,12,70,130
770,11,Ahmedabad Corporation,2021-04-29,207,4,70,133
770,11,Ahmedabad Corporation,2021-04-30,204,13,60,131
770,11,Ahmedabad Corporation,2021-05-01,192,13,67,112
770,11,Ahmedabad Corporation,2021-05-02,161,2,57,102
770,11,Ahmedabad Corporation,2021-05-03,175,2,84,89
770,11,Ahmedabad Corporation,2021-05-04,99,18,32,49
770,11,Ahmedabad Corporation,2021-05-05,172,0,67,105
770,11,Ahmedabad Corporation,2021-05-06,174,0,66,108
770,11,Ahmedabad Corporation,2021-05-07,159,1,52,106
770,11,Ahmedabad Corporation,2021-05-08,156,0,44,112
770,11,Ahmedabad Corporation,2021-05-09,93,3,36,54
770,11,Ahmedabad Corporation,2021-05-10,177,0,54,123
770,11,Ahmedabad Corporation,2021-05-11,184,0,53,131
770,11,Ahmedabad Corporation,2021-05-12,187,0,57,130
770,11,Ahmedabad Corporation,2021-05-13,191,0,51,140
770,11,Ahmedabad Corporation,2021-05-14,82,2,26,54
770,11,Ahmedabad Corporation,2021-05-15,82,1,8,73
770,11,Ahmedabad Corporation,2021-05-16,80,4,33,43
770,11,Ahmedabad Corporation,2021-05-17,3,1,1,1
770,11,Ahmedabad Corporation,2021-05-18,2,0,0,2
770,11,Ahmedabad Corporation,2021-05-19,1,0,0,1
770,11,Ahmedabad Corporation,2021-05-20,163,0,44,119
770,11,Ahmedabad Corporation,2021-05-21,166,0,45,121
770,11,Ahmedabad Corporation,2021-05-22,164,0,44,120
770,11,Ahmedabad Corporation,2021-05-23,159,0,41,118
770,11,Ahmedabad Corporation,2021-05-24,174,0,43,131
770,11,Ahmedabad Corporation,2021-05-25,207,0,46,161
391,21,Ahmednagar,2021-04-26,182,31,48,103
391,21,Ahmednagar,2021-04-27,147,26,32,89
391,21,Ahmednagar,2021-04-28,113,44,22,47
391,21,Ahmednagar,2021-04-29,92,44,16,32
391,21,Ahmednagar,2021-04-30,155,35,38,82
391,21,Ahmednagar,2021-05-01,70,43,12,15
391,21,Ahmednagar,2021-05-02,56,46,6,4
391,21,Ahmednagar,2021-05-03,70,53,9,8
391,21,Ahmednagar,2021-05-04,53,45,5,3
391,21,Ahmednagar,2021-05-05,73,41,15,17
391,21,Ahmednagar,2021-05-06,106,0,32,74
391,21,Ahmednagar,2021-05-07,81,2,25,54
391,21,Ahmednagar,2021-05-08,80,4,24,52
391,21,Ahmednagar,2021-05-09,13,1,2,10
391,21,Ahmednagar,2021-05-10,61,2,20,39
391,21,Ahmednagar,2021-05-11,93,0,30,63
391,21,Ahmednagar,2021-05-12,66,5,26,35
391,21,Ahmednagar,2021-05-13,117,1,29,87
391,21,Ahmednagar,2021-05-14,73,4,21,48
391,21,Ahmednagar,2021-05-15,51,2,7,42
391,21,Ahmednagar,2021-05-16,16,0,6,10
391,21,Ahmednagar,2021-05-17,39,3,6,30
391,21,Ahmednagar,2021-05-18,34,2,13,19
391,21,Ahmednagar,2021-05-19,49,1,10,38
391,21,Ahmednagar,2021-05-20,103,1,27,75
391,21,Ahmednagar,2021-05-21,28,0,7,21
391,21,Ahmednagar,2021-05-22,17,1,5,11
391,21,Ahmednagar,2021-05-23,13,0,5,8
391,21,Ahmednagar,2021-05-24,96,1,35,60
391,21,Ahmednagar,2021-05-25,59,3,17,39
425,24,Aizawl East,2021-04-26,19,0,4,15
425,24,Aizawl East,2021-04-27,9,0,2,7
425,24,Aizawl East,2021-04-28,13,0,2,11
425,24,Aizawl East,2021-04-29,8,0,1,7
425,24,Aizawl East,2021-04-30,9,0,0,9
425,24,Aizawl East,2021-05-01,2,0,0,2
425,24,Aizawl East,2021-05-03,3,0,1,2
425,24,Aizawl East,2021-05-04,4,0,0,4
425,24,Aizawl East,2021-05-05,1,0,1,0
425,24,Aizawl East,2021-05-06,5,0,2,3
425,24,Aizawl East,2021-05-07,1,0,0,1
425,24,Aizawl East,2021-05-08,0,0,0,0
425,24,Aizawl East,2021-05-10,3,0,0,3
425,24,Aizawl East,2021-05-11,5,0,2,3
425,24,Aizawl East,2021-05-12,2,0,0,2
425,24,Aizawl East,2021-05-13,1,0,0,1
425,24,Aizawl East,2021-05-14,0,0,0,0
425,24,Aizawl East,2021-05-15,0,0,0,0
425,24,Aizawl East,2021-05-17,1,0,0,1
425,24,Aizawl East,2021-05-18,2,1,0,1
425,24,Aizawl East,2021-05-19,3,0,0,3
425,24,Aizawl East,2021-05-20,1,0,0,1
425,24,Aizawl East,2021-05-21,1,0,0,1
425,24,Aizawl East,2021-05-22,0,0,0,0
425,24,Aizawl East,2021-05-24,1,0,0,1
425,24,Aizawl East,2021-05-25,2,0,0,2
426,24,Aizawl West,2021-04-26,5,0,3,2
426,24,Aizawl West,2021-04-27,6,0,3,3
426,24,Aizawl West,2021-04-28,7,0,2,5
426,24,Aizawl West,2021-04-29,2,0,0,2
426,24,Aizawl West,2021-04-30,3,0,2,1
426,24,Aizawl West,2021-05-01,1,0,1,0
426,24,Aizawl West,2021-05-03,6,0,0,6
426,24,Aizawl West,2021-05-04,8,0,1,7
426,24,Aizawl West,2021-05-05,7,0,0,7
426,24,Aizawl West,2021-05-06,7,0,2,5
426,24,Aizawl West,2021-05-07,6,0,0,6
426,24,Aizawl West,2021-05-11,2,0,1,1
426,24,Aizawl West,2021-05-12,3,0,3,0
426,24,Aizawl West,2021-05-13,1,0,1,0
426,24,Aizawl West,2021-05-14,0,0,0,0
426,24,Aizawl West,2021-05-15,1,0,0,1
426,24,Aizawl West,2021-05-17,1,0,0,1
426,24,Aizawl West,2021-05-18,5,0,0,5
426,24,Aizawl West,2021-05-19,2,0,0,2
426,24,Aizawl West,2021-05-20,2,0,0,2
426,24,Aizawl West,2021-05-21,3,0,3,0
426,24,Aizawl West,2021-05-24,3,0,0,3
426,24,Aizawl West,2021-05-25,4,0,2,2
507,29,Ajmer,2021-04-26,127,3,75,49
507,29,Ajmer,2021-04-27,74,2,35,37
507,29,Ajmer,2021-04-28,99,2,51,46
507,29,Ajmer,2021-04-29,76,6,42,28
507,29,Ajmer,2021-04-30,65,3,40,22
507,29,Ajmer,2021-05-01,53,6,22,25
507,29,Ajmer,2021-05-02,80,3,44,33
507,29,Ajmer,2021-05-03,80,7,46,27
507,29,Ajmer,2021-05-04,56,7,26,23
507,29,Ajmer,2021-05-05,50,9,21,20
507,29,Ajmer,2021-05-06,34,3,16,15
507,29,Ajmer,2021-05-07,124,9,75,40
507,29,Ajmer,2021-05-08,62,3,35,24
507,29,Ajmer,2021-05-09,46,6,22,18
507,29,Ajmer,2021-05-10,129,2,71,56
507,29,Ajmer,2021-05-11,60,4,31,25
507,29,Ajmer,2021-05-12,52,5,25,22
507,29,Ajmer,2021-05-13,41,4,22,15
507,29,Ajmer,2021-05-14,36,2,17,17
507,29,Ajmer,2021-05-15,38,5,14,19
507,29,Ajmer,2021-05-16,29,5,15,9
507,29,Ajmer,2021-05-17,94,4,55,35
507,29,Ajmer,2021-05-18,96,11,55,30
507,29,Ajmer,2021-05-19,79,13,35,31
507,29,Ajmer,2021-05-20,68,7,30,31
507,29,Ajmer,2021-05-21,69,4,29,36
507,29,Ajmer,2021-05-22,68,1,33,34
507,29,Ajmer,2021-05-23,68,1,32,35
507,29,Ajmer,2021-05-24,75,4,29,42
507,29,Ajmer,2021-05-25,54,6,23,25
364,21,Akola,2021-04-26,93,8,20,65
364,21,Akola,2021-04-27,87,10,15,62
364,21,Akola,2021-04-28,68,7,16,45
364,21,Akola,2021-04-29,30,0,6,24
364,21,Akola,2021-04-30,64,1,12,51
364,21,Akola,2021-05-01,39,7,6,26
364,21,Akola,2021-05-02,12,0,0,12
364,21,Akola,2021-05-03,16,0,4,12
364,21,Akola,2021-05-04,8,0,0,8
364,21,Akola,2021-05-05,5,0,0,5
364,21,Akola,2021-05-06,65,3,10,52
364,21,Akola,2021-05-07,35,0,7,28
364,21,Akola,2021-05-08,25,1,2,22
364,21,Akola,2021-05-09,16,0,4,12
364,21,Akola,2021-05-10,14,0,2,12
364,21,Akola,2021-05-11,60,1,14,45
364,21,Akola,2021-05-12,48,0,11,37
364,21,Akola,2021-05-13,71,2,19,50
364,21,Akola,2021-05-14,14,0,2,12
364,21,Akola,2021-05-15,54,2,6,46
364,21,Akola,2021-05-16,17,1,4,12
364,21,Akola,2021-05-17,32,0,6,26
364,21,Akola,2021-05-18,23,1,5,17
364,21,Akola,2021-05-19,14,0,1,13
364,21,Akola,2021-05-20,43,0,3,40
364,21,Akola,2021-05-21,25,0,7,18
364,21,Akola,2021-05-22,20,0,4,16
364,21,Akola,2021-05-23,3,0,1,2
364,21,Akola,2021-05-24,51,1,6,44
364,21,Akola,2021-05-25,56,3,5,48
301,17,Alappuzha,2021-04-26,102,0,23,79
301,17,Alappuzha,2021-04-27,97,4,11,82
301,17,Alappuzha,2021-04-28,31,2,4,25
301,17,Alappuzha,2021-04-29,94,6,13,75
301,17,Alappuzha,2021-04-30,92,0,14,78
301,17,Alappuzha,2021-05-01,9,1,1,7
301,17,Alappuzha,2021-05-02,1,0,0,1
301,17,Alappuzha,2021-05-03,64,1,14,49
301,17,Alappuzha,2021-05-04,64,10,7,47
301,17,Alappuzha,2021-05-05,21,0,3,18
301,17,Alappuzha,2021-05-06,78,3,11,64
301,17,Alappuzha,2021-05-07,87,5,15,67
301,17,Alappuzha,2021-05-08,22,6,1,15
301,17,Alappuzha,2021-05-09,0,0,0,0
301,17,Alappuzha,2021-05-10,65,3,6,56
301,17,Alappuzha,2021-05-11,35,5,6,24
301,17,Alappuzha,2021-05-12,12,1,0,11
301,17,Alappuzha,2021-05-13,13,7,0,6
301,17,Alappuzha,2021-05-14,78,23,10,45
301,17,Alappuzha,2021-05-15,82,19,11,52
301,17,Alappuzha,2021-05-16,29,4,7,18
301,17,Alappuzha,2021-05-17,45,7,7,31
301,17,Alappuzha,2021-05-18,39,3,4,32
301,17,Alappuzha,2021-05-19,26,3,5,18
301,17,Alappuzha,2021-05-20,23,3,3,17
301,17,Alappuzha,2021-05-21,33,5,5,23
301,17,Alappuzha,2021-05-22,22,1,4,17
301,17,Alappuzha,2021-05-23,2,0,0,2
301,17,Alappuzha,2021-05-24,17,0,6,11
301,17,Alappuzha,2021-05-25,73,25,17,31
623,34,Aligarh,2021-04-26,77,14,23,40
623,34,Aligarh,2021-04-27,80,31,14,35
623,34,Aligarh,2021-04-28,73,40,14,19
623,34,Aligarh,2021-04-29,36,9,9,18
623,34,Aligarh,2021-04-30,77,22,17,38
623,34,Aligarh,2021-05-01,70,21,16,33
623,34,Aligarh,2021-05-02,1,1,0,0
623,34,Aligarh,2021-05-03,68,29,22,17
623,34,Aligarh,2021-05-04,67,27,19,21
623,34,Aligarh,2021-05-05,64,35,7,22
623,34,Aligarh,2021-05-06,64,27,13,24
623,34,Aligarh,2021-05-07,62,30,8,24
623,34,Aligarh,2021-05-08,63,35,4,24
623,34,Aligarh,2021-05-09,0,0,0,0
623,34,Aligarh,2021-05-10,51,0,15,36
623,34,Aligarh,2021-05-11,39,0,6,33
623,34,Aligarh,2021-05-12,82,10,18,54
623,34,Aligarh,2021-05-13,83,9,20,54
623,34,Aligarh,2021-05-14,81,14,14,53
623,34,Aligarh,2021-05-15,81,18,4,59
623,34,Aligarh,2021-05-16,0,0,0,0
623,34,Aligarh,2021-05-17,68,1,21,46
623,34,Aligarh,2021-05-18,70,4,18,48
623,34,Aligarh,2021-05-19,58,0,12,46
623,34,Aligarh,2021-05-20,61,4,14,43
623,34,Aligarh,2021-05-21,58,1,11,46
623,34,Aligarh,2021-05-22,66,5,9,52
623,34,Aligarh,2021-05-23,21,7,3,11
623,34,Aligarh,2021-05-24,71,9,18,44
623,34,Aligarh,2021-05-25,74,10,13,51
710,36,Alipurduar District,2021-04-26,38,6,15,17
710,36,Alipurduar District,2021-04-27,40,9,8,23
710,36,Alipurduar District,2021-04-28,34,15,8,11
710,36,Alipurduar District,2021-04-29,31,15,7,9
710,36,Alipurduar District,2021-04-30,33,3,15,15
710,36,Alipurduar District,2021-05-01,1,0,1,0
710,36,Alipurduar District,2021-05-02,1,1,0,0
710,36,Alipurduar District,2021-05-03,38,0,19,19
710,36,Alipurduar District,2021-05-04,24,1,10,13
710,36,Alipurduar District,2021-05-05,13,0,6,7
710,36,Alipurduar District,2021-05-06,17,2,4,11
710,36,Alipurduar District,2021-05-07,16,0,4,12
710,36,Alipurduar District,2021-05-08,20,0,7,13
710,36,Alipurduar District,2021-05-09,0,0,0,0
710,36,Alipurduar District,2021-05-10,31,0,7,24
710,36,Alipurduar District,2021-05-11,17,1,2,14
710,36,Alipurduar District,2021-05-12,12,0,5,7
710,36,Alipurduar District,2021-05-13,28,0,13,15
710,36,Alipurduar District,2021-05-14,21,0,5,16
710,36,Alipurduar District,2021-05-15,19,0,4,15
710,36,Alipurduar District,2021-05-16,5,4,0,1
710,36,Alipurduar District,2021-05-17,20,0,8,12
710,36,Alipurduar District,2021-05-18,27,1,15,11
710,36,Alipurduar District,2021-05-19,19,0,5,14
710,36,Alipurduar District,2021-05-20,23,3,8,12
710,36,Alipurduar District,2021-05-21,19,1,4,14
710,36,Alipurduar District,2021-05-22,17,1,4,12
710,36,Alipurduar District,2021-05-23,17,4,2,11
710,36,Alipurduar District,2021-05-24,30,1,12,17
710,36,Alipurduar District,2021-05-25,32,3,10,19
357,20,Alirajpur,2021-04-26,22,11,10,1
357,20,Alirajpur,2021-04-27,6,1,5,0
357,20,Alirajpur,2021-04-28,21,10,11,0
357,20,Alirajpur,2021-04-29,0,0,0,0
357,20,Alirajpur,2021-04-30,0,0,0,0
357,20,Alirajpur,2021-05-01,14,5,8,1
357,20,Alirajpur,2021-05-02,1,0,1,0
357,20,Alirajpur,2021-05-03,14,5,9,0
357,20,Alirajpur,2021-05-04,12,7,4,1
357,20,Alirajpur,2021-05-05,10,4,6,0
357,20,Alirajpur,2021-05-06,15,10,4,1
357,20,Alirajpur,2021-05-07,14,8,5,1
357,20,Alirajpur,2021-05-08,10,4,5,1
357,20,Alirajpur,2021-05-09,1,0,1,0
357,20,Alirajpur,2021-05-10,18,2,11,5
357,20,Alirajpur,2021-05-11,18,3,14,1
357,20,Alirajpur,2021-05-12,19,4,12,3
357,20,Alirajpur,2021-05-13,16,9,7,0
357,20,Alirajpur,2021-05-14,18,16,2,0
357,20,Alirajpur,2021-05-15,11,5,6,0
357,20,Alirajpur,2021-05-16,0,0,0,0
357,20,Alirajpur,2021-05-17,8,0,5,3
357,20,Alirajpur,2021-05-18,2,0,2,0
357,20,Alirajpur,2021-05-19,18,4,13,1
357,20,Alirajpur,2021-05-20,16,1,13,2
357,20,Alirajpur,2021-05-21,19,6,11,2
357,20,Alirajpur,2021-05-22,8,1,5,2
357,20,Alirajpur,2021-05-23,13,2,11,0
357,20,Alirajpur,2021-05-24,22,4,18,0
357,20,Alirajpur,2021-05-25,2,0,1,1
704,35,Almora,2021-04-26,45,12,16,17
704,35,Almora,2021-04-27,44,19,13,12
704,35,Almora,2021-04-28,45,29,9,7
704,35,Almora,2021-04-29,68,31,24,13
704,35,Almora,2021-04-30,67,39,13,15
704,35,Almora,2021-05-01,22,3,8,11
704,35,Almora,2021-05-02,9,4,3,2
704,35,Almora,2021-05-03,13,2,8,3
704,35,Almora,2021-05-04,18,7,4,7
704,35,Almora,2021-05-05,61,35,13,13
704,35,Almora,2021-05-06,74,31,20,23
704,35,Almora,2021-05-07,69,32,17,20
704,35,Almora,2021-05-08,61,38,14,9
704,35,Almora,2021-05-09,54,42,6,6
704,35,Almora,2021-05-10,62,18,27,17
704,35,Almora,2021-05-11,53,10,19,24
704,35,Almora,2021-05-12,47,11,20,16
704,35,Almora,2021-05-13,40,8,18,14
704,35,Almora,2021-05-14,52,9,31,12
704,35,Almora,2021-05-15,44,4,14,26
704,35,Almora,2021-05-16,16,6,3,7
704,35,Almora,2021-05-17,40,0,20,20
704,35,Almora,2021-05-18,40,4,20,16
704,35,Almora,2021-05-19,1,1,0,0
704,35,Almora,2021-05-20,41,10,19,12
704,35,Almora,2021-05-21,36,7,16,13
704,35,Almora,2021-05-22,33,5,19,9
704,35,Almora,2021-05-23,1,1,0,0
704,35,Almora,2021-05-24,41,5,22,14
704,35,Almora,2021-05-25,41,7,21,13
512,29,Alwar,2021-04-26,250,39,129,82
512,29,Alwar,2021-04-27,162,42,84,36
512,29,Alwar,2021-04-28,211,22,118,71
512,29,Alwar,2021-04-29,155,35,71,49
512,29,Alwar,2021-04-30,117,61,40,16
512,29,Alwar,2021-05-01,60,36,12,12
512,29,Alwar,2021-05-02,225,14,132,79
512,29,Alwar,2021-05-03,192,24,124,44
512,29,Alwar,2021-05-04,135,30,55,50
512,29,Alwar,2021-05-05,68,8,41,19
512,29,Alwar,2021-05-06,12,2,8,2
512,29,Alwar,2021-05-07,168,9,94,65
512,29,Alwar,2021-05-08,58,3,36,19
512,29,Alwar,2021-05-09,123,4,77,42
512,29,Alwar,2021-05-10,70,2,34,34
512,29,Alwar,2021-05-11,99,2,56,41
512,29,Alwar,2021-05-12,179,7,115,57
512,29,Alwar,2021-05-13,82,3,53,26
512,29,Alwar,2021-05-14,37,1,24,12
512,29,Alwar,2021-05-15,94,2,32,60
512,29,Alwar,2021-05-16,52,1,32,19
512,29,Alwar,2021-05-17,140,0,91,49
512,29,Alwar,2021-05-18,86,4,52,30
512,29,Alwar,2021-05-19,45,2,25,18
512,29,Alwar,2021-05-20,73,1,46,26
512,29,Alwar,2021-05-21,60,1,38,21
512,29,Alwar,2021-05-22,120,2,62,56
512,29,Alwar,2021-05-23,32,2,17,13
512,29,Alwar,2021-05-24,141,2,79,60
512,29,Alwar,2021-05-25,83,5,46,32
193,12,Ambala,2021-04-26,41,6,24,11
193,12,Ambala,2021-04-27,38,4,26,8
193,12,Ambala,2021-04-28,27,1,19,7
193,12,Ambala,2021-04-29,38,1,26,11
193,12,Ambala,2021-04-30,30,3,18,9
193,12,Ambala,2021-05-01,19,2,13,4
193,12,Ambala,2021-05-02,9,0,7,2
193,12,Ambala,2021-05-03,31,4,20,7
193,12,Ambala,2021-05-04,36,0,25,11
193,12,Ambala,2021-05-05,31,2,25,4
193,12,Ambala,2021-05-06,37,0,26,11
193,12,Ambala,2021-05-07,37,1,23,13
193,12,Ambala,2021-05-08,41,1,28,12
193,12,Ambala,2021-05-09,50,3,32,15
193,12,Ambala,2021-05-10,36,3,22,11
193,12,Ambala,2021-05-11,30,1,19,10
193,12,Ambala,2021-05-12,56,4,40,12
193,12,Ambala,2021-05-13,32,4,19,9
193,12,Ambala,2021-05-14,20,3,14,3
193,12,Ambala,2021-05-15,19,0,15,4
193,12,Ambala,2021-05-16,19,0,14,5
193,12,Ambala,2021-05-17,36,1,26,9
193,12,Ambala,2021-05-18,33,0,25,8
193,12,Ambala,2021-05-19,37,1,29,7
193,12,Ambala,2021-05-20,62,13,42,7
193,12,Ambala,2021-05-21,30,1,21,8
193,12,Ambala,2021-05-22,33,6,23,4
193,12,Ambala,2021-05-23,9,1,7,1
193,12,Ambala,2021-05-24,37,0,26,11
193,12,Ambala,2021-05-25,14,0,9,5
625,34,Ambedkar Nagar,2021-04-26,51,23,9,19
625,34,Ambedkar Nagar,2021-04-27,51,21,12,18
625,34,Ambedkar Nagar,2021-04-28,51,28,8,15
625,34,Ambedkar Nagar,2021-04-29,51,37,9,5
625,34,Ambedkar Nagar,2021-04-30,52,26,10,16
625,34,Ambedkar Nagar,2021-05-01,30,4,10,16
625,34,Ambedkar Nagar,2021-05-02,2,2,0,0
625,34,Ambedkar Nagar,2021-05-03,30,5,12,13
625,34,Ambedkar Nagar,2021-05-04,31,4,0,27
625,34,Ambedkar Nagar,2021-05-05,33,5,5,23
625,34,Ambedkar Nagar,2021-05-06,33,5,3,25
625,34,Ambedkar Nagar,2021-05-07,34,4,2,28
625,34,Ambedkar Nagar,2021-05-08,32,5,0,27
625,34,Ambedkar Nagar,2021-05-09,1,1,0,0
625,34,Ambedkar Nagar,2021-05-10,28,1,2,25
625,34,Ambedkar Nagar,2021-05-11,26,0,0,26
625,34,Ambedkar Nagar,2021-05-12,31,1,6,24
625,34,Ambedkar Nagar,2021-05-13,39,2,9,28
625,34,Ambedkar Nagar,2021-05-14,20,4,2,14
625,34,Ambedkar Nagar,2021-05-15,33,5,0,28
625,34,Ambedkar Nagar,2021-05-16,0,0,0,0
625,34,Ambedkar Nagar,2021-05-17,33,3,14,16
625,34,Ambedkar Nagar,2021-05-18,36,1,13,22
625,34,Ambedkar Nagar,2021-05-19,38,4,10,24
625,34,Ambedkar Nagar,2021-05-20,40,4,11,25
625,34,Ambedkar Nagar,2021-05-21,38,2,1,35
625,34,Ambedkar Nagar,2021-05-22,33,2,12,19
625,34,Ambedkar Nagar,2021-05-23,1,1,0,0
625,34,Ambedkar Nagar,2021-05-24,35,0,9,26
625,34,Ambedkar Nagar,2021-05-25,37,5,2,30
626,34,Amethi,2021-04-26,32,19,0,13
626,34,Amethi,2021-04-27,66,13,4,49
626,34,Amethi,2021-04-28,45,5,1,39
626,34,Amethi,2021-04-29,62,4,1,57
626,34,Amethi,2021-04-30,63,4,2,57
626,34,Amethi,2021-05-01,46,0,3,43
626,34,Amethi,2021-05-03,57,0,15,42
626,34,Amethi,2021-05-04,58,0,2,56
626,34,Amethi,2021-05-05,45,0,5,40
626,34,Amethi,2021-05-06,56,4,1,51
626,34,Amethi,2021-05-07,56,2,1,53
626,34,Amethi,2021-05-08,50,7,3,40
626,34,Amethi,2021-05-09,0,0,0,0
626,34,Amethi,2021-05-10,53,1,5,47
626,34,Amethi,2021-05-11,53,0,7,46
626,34,Amethi,2021-05-12,67,7,5,55
626,34,Amethi,2021-05-13,71,12,1,58
626,34,Amethi,2021-05-14,66,8,3,55
