label,startdate,enddate,district_id,state_id,district_name,total,18_45_vaccination,45_60_vaccination,60+_vaccination,dose1,dose2
27 Mar-02 Apr,27-03-2021,02-04-2021,712,36,Basirhat HD (North 24 Parganas),28358,719,16147,11492,27747,611
03 Apr-09 Apr,03-04-2021,09-04-2021,712,36,Basirhat HD (North 24 Parganas),52621,2064,34164,16393,47957,4664
10 Apr-16 Apr,10-04-2021,16-04-2021,712,36,Basirhat HD (North 24 Parganas),20973,2277,12328,6368,15430,5543
17 Apr-23 Apr,17-04-2021,23-04-2021,712,36,Basirhat HD (North 24 Parganas),19373,2605,6685,10083,3746,15627
24 Apr-30 Apr,24-04-2021,30-04-2021,712,36,Basirhat HD (North 24 Parganas),34515,2128,16360,16027,14820,19695
01 May-07 May,01-05-2021,07-05-2021,712,36,Basirhat HD (North 24 Parganas),25510,1132,10717,13661,2854,22656
08 May-14 May,08-05-2021,14-05-2021,712,36,Basirhat HD (North 24 Parganas),16626,778,7645,8203,1050,15576
15 May-21 May,15-05-2021,21-05-2021,712,36,Basirhat HD (North 24 Parganas),3574,1708,1161,705,2444,1130
22 May-28 May,22-05-2021,28-05-2021,712,36,Basirhat HD (North 24 Parganas),9365,5484,1914,1967,8361,1004
29 May-04 Jun,29-05-2021,04-06-2021,712,36,Basirhat HD (North 24 Parganas),38162,22938,10706,4518,35005,3157
05 Jun-11 Jun,05-06-2021,11-06-2021,712,36,Basirhat HD (North 24 Parganas),11352,4112,5171,2069,10979,373
16 Jan-22 Jan,16-01-2021,22-01-2021,113,7,Bastar,1018,749,240,29,1018,0
23 Jan-29 Jan,23-01-2021,29-01-2021,113,7,Bastar,1508,1159,301,48,1508,0
30 Jan-05 Feb,30-01-2021,05-02-2021,113,7,Bastar,3412,2608,713,91,3412,0
06 Feb-12 Feb,06-02-2021,12-02-2021,113,7,Bastar,2839,2172,599,68,2839,0
13 Feb-19 Feb,13-02-2021,19-02-2021,113,7,Bastar,5209,4152,974,83,4406,803
20 Feb-26 Feb,20-02-2021,26-02-2021,113,7,Bastar,2991,2425,508,58,1623,1368
27 Feb-05 Mar,27-02-2021,05-03-2021,113,7,Bastar,3637,1767,604,1266,2835,802
06 Mar-12 Mar,06-03-2021,12-03-2021,113,7,Bastar,6254,3194,1237,1823,3326,2928
13 Mar-19 Mar,13-03-2021,19-03-2021,113,7,Bastar,17221,4651,3494,9076,12591,4630
20 Mar-26 Mar,20-03-2021,26-03-2021,113,7,Bastar,15975,2301,5338,8336,14103,1872
27 Mar-02 Apr,27-03-2021,02-04-2021,113,7,Bastar,20195,1285,11698,7212,19045,1150
03 Apr-09 Apr,03-04-2021,09-04-2021,113,7,Bastar,35244,1315,25529,8400,33070,2174
10 Apr-16 Apr,10-04-2021,16-04-2021,113,7,Bastar,20954,771,14894,5289,18691,2263
17 Apr-23 Apr,17-04-2021,23-04-2021,113,7,Bastar,19958,1083,13703,5172,16705,3253
24 Apr-30 Apr,24-04-2021,30-04-2021,113,7,Bastar,11394,1084,6464,3846,6469,4925
01 May-07 May,01-05-2021,07-05-2021,113,7,Bastar,6517,1020,3677,1820,2695,3822
08 May-14 May,08-05-2021,14-05-2021,113,7,Bastar,6944,1045,4029,1870,2254,4690
15 May-21 May,15-05-2021,21-05-2021,113,7,Bastar,2532,224,1825,483,1843,689
22 May-28 May,22-05-2021,28-05-2021,113,7,Bastar,1653,335,1074,244,1322,331
29 May-04 Jun,29-05-2021,04-06-2021,113,7,Bastar,1472,285,979,208,1089,383
05 Jun-11 Jun,05-06-2021,11-06-2021,113,7,Bastar,111,40,62,9,78,33
16 Jan-22 Jan,16-01-2021,22-01-2021,638,34,Basti,2113,1525,551,37,2113,0
23 Jan-29 Jan,23-01-2021,29-01-2021,638,34,Basti,4106,2476,1533,97,4106,0
30 Jan-05 Feb,30-01-2021,05-02-2021,638,34,Basti,2876,1702,1111,63,2876,0
06 Feb-12 Feb,06-02-2021,12-02-2021,638,34,Basti,4057,3017,1027,13,4057,0
13 Feb-19 Feb,13-02-2021,19-02-2021,638,34,Basti,4540,2947,1518,75,2668,1872
20 Feb-26 Feb,20-02-2021,26-02-2021,638,34,Basti,4897,3072,1722,103,1517,3380
27 Feb-05 Mar,27-02-2021,05-03-2021,638,34,Basti,3745,1321,819,1605,2309,1436
06 Mar-12 Mar,06-03-2021,12-03-2021,638,34,Basti,5867,1548,1027,3292,4271,1596
13 Mar-19 Mar,13-03-2021,19-03-2021,638,34,Basti,14558,3251,3423,7884,10273,4285
20 Mar-26 Mar,20-03-2021,26-03-2021,638,34,Basti,14083,1412,3005,9666,12628,1455
27 Mar-02 Apr,27-03-2021,02-04-2021,638,34,Basti,31412,598,12869,17945,30220,1192
03 Apr-09 Apr,03-04-2021,09-04-2021,638,34,Basti,32327,394,17535,14398,30445,1882
10 Apr-16 Apr,10-04-2021,16-04-2021,638,34,Basti,29972,585,15820,13567,24780,5192
17 Apr-23 Apr,17-04-2021,23-04-2021,638,34,Basti,10954,263,5043,5648,6246,4708
24 Apr-30 Apr,24-04-2021,30-04-2021,638,34,Basti,5202,209,2588,2405,2640,2562
01 May-07 May,01-05-2021,07-05-2021,638,34,Basti,4932,311,2633,1988,2481,2451
08 May-14 May,08-05-2021,14-05-2021,638,34,Basti,7195,566,3876,2753,2650,4545
15 May-21 May,15-05-2021,21-05-2021,638,34,Basti,19014,15887,2208,919,17985,1029
22 May-28 May,22-05-2021,28-05-2021,638,34,Basti,19259,14691,3343,1225,19075,184
29 May-04 Jun,29-05-2021,04-06-2021,638,34,Basti,24750,15895,6283,2572,24495,255
05 Jun-11 Jun,05-06-2021,11-06-2021,638,34,Basti,5104,2377,1867,860,5012,92
16 Jan-22 Jan,16-01-2021,22-01-2021,493,28,Bathinda,867,718,110,39,867,0
23 Jan-29 Jan,23-01-2021,29-01-2021,493,28,Bathinda,765,647,91,27,765,0
30 Jan-05 Feb,30-01-2021,05-02-2021,493,28,Bathinda,674,504,146,24,674,0
06 Feb-12 Feb,06-02-2021,12-02-2021,493,28,Bathinda,754,553,158,43,754,0
13 Feb-19 Feb,13-02-2021,19-02-2021,493,28,Bathinda,799,502,282,15,572,227
20 Feb-26 Feb,20-02-2021,26-02-2021,493,28,Bathinda,2639,1735,858,46,1873,766
27 Feb-05 Mar,27-02-2021,05-03-2021,493,28,Bathinda,2420,895,650,875,2086,334
06 Mar-12 Mar,06-03-2021,12-03-2021,493,28,Bathinda,5274,1624,1187,2463,4365,909
13 Mar-19 Mar,13-03-2021,19-03-2021,493,28,Bathinda,6016,1529,1599,2888,5388,628
20 Mar-26 Mar,20-03-2021,26-03-2021,493,28,Bathinda,7197,1971,2281,2945,6698,499
27 Mar-02 Apr,27-03-2021,02-04-2021,493,28,Bathinda,7043,1880,2872,2291,6399,644
03 Apr-09 Apr,03-04-2021,09-04-2021,493,28,Bathinda,12263,1379,6598,4286,10650,1613
10 Apr-16 Apr,10-04-2021,16-04-2021,493,28,Bathinda,17364,3873,7671,5820,14901,2463
17 Apr-23 Apr,17-04-2021,23-04-2021,493,28,Bathinda,19881,5417,7644,6820,15517,4364
24 Apr-30 Apr,24-04-2021,30-04-2021,493,28,Bathinda,21550,6784,7888,6878,16904,4646
01 May-07 May,01-05-2021,07-05-2021,493,28,Bathinda,13480,3817,5803,3860,9123,4357
08 May-14 May,08-05-2021,14-05-2021,493,28,Bathinda,11127,3082,4909,3136,6672,4455
15 May-21 May,15-05-2021,21-05-2021,493,28,Bathinda,3652,1134,1697,821,3346,306
22 May-28 May,22-05-2021,28-05-2021,493,28,Bathinda,7711,3359,2897,1455,6665,1046
29 May-04 Jun,29-05-2021,04-06-2021,493,28,Bathinda,12432,8264,2847,1321,11542,890
05 Jun-11 Jun,05-06-2021,11-06-2021,493,28,Bathinda,3836,2173,1152,511,3744,92
16 Jan-22 Jan,16-01-2021,22-01-2021,294,16,BBMP,31803,25596,5532,675,31803,0
23 Jan-29 Jan,23-01-2021,29-01-2021,294,16,BBMP,30107,24358,4661,1088,30107,0
30 Jan-05 Feb,30-01-2021,05-02-2021,294,16,BBMP,10850,8603,1729,518,10850,0
06 Feb-12 Feb,06-02-2021,12-02-2021,294,16,BBMP,19552,14659,4122,771,19552,0
13 Feb-19 Feb,13-02-2021,19-02-2021,294,16,BBMP,17247,12921,3963,363,7488,9759
20 Feb-26 Feb,20-02-2021,26-02-2021,294,16,BBMP,39389,31025,7281,1083,15764,23625
27 Feb-05 Mar,27-02-2021,05-03-2021,294,16,BBMP,12392,2678,1853,7861,9515,2877
06 Mar-12 Mar,06-03-2021,12-03-2021,294,16,BBMP,140037,24326,21602,94109,119103,20934
13 Mar-19 Mar,13-03-2021,19-03-2021,294,16,BBMP,168219,27017,33326,107876,151452,16767
20 Mar-26 Mar,20-03-2021,26-03-2021,294,16,BBMP,134110,21159,32434,80517,124204,9906
27 Mar-02 Apr,27-03-2021,02-04-2021,294,16,BBMP,143585,20348,63449,59788,135099,8486
03 Apr-09 Apr,03-04-2021,09-04-2021,294,16,BBMP,220179,8762,144226,67191,201621,18558
10 Apr-16 Apr,10-04-2021,16-04-2021,294,16,BBMP,208300,12387,123467,72443,169002,39298
17 Apr-23 Apr,17-04-2021,23-04-2021,294,16,BBMP,264986,28163,124105,112714,163757,101229
24 Apr-30 Apr,24-04-2021,30-04-2021,294,16,BBMP,229902,26186,97396,106315,115946,113956
01 May-07 May,01-05-2021,07-05-2021,294,16,BBMP,150461,32190,63951,54316,78179,72282
08 May-14 May,08-05-2021,14-05-2021,294,16,BBMP,154135,45275,53910,54950,62396,91739
15 May-21 May,15-05-2021,21-05-2021,294,16,BBMP,160922,64482,69036,27404,138364,22558
22 May-28 May,22-05-2021,28-05-2021,294,16,BBMP,446478,319486,95007,31985,426629,19849
29 May-04 Jun,29-05-2021,04-06-2021,294,16,BBMP,608450,470585,99239,38626,573084,35366
05 Jun-11 Jun,05-06-2021,11-06-2021,294,16,BBMP,155457,123328,23023,9106,149808,5649
16 Jan-22 Jan,16-01-2021,22-01-2021,384,21,Beed,1162,828,299,35,1162,0
23 Jan-29 Jan,23-01-2021,29-01-2021,384,21,Beed,3017,2008,845,164,3017,0
30 Jan-05 Feb,30-01-2021,05-02-2021,384,21,Beed,1283,811,417,55,1283,0
06 Feb-12 Feb,06-02-2021,12-02-2021,384,21,Beed,2490,1738,679,73,2490,0
13 Feb-19 Feb,13-02-2021,19-02-2021,384,21,Beed,3394,2384,938,72,3030,364
20 Feb-26 Feb,20-02-2021,26-02-2021,384,21,Beed,8061,5020,2848,193,6038,2023
27 Feb-05 Mar,27-02-2021,05-03-2021,384,21,Beed,4033,1492,1139,1402,3122,911
06 Mar-12 Mar,06-03-2021,12-03-2021,384,21,Beed,11032,2415,2725,5892,9823,1209
13 Mar-19 Mar,13-03-2021,19-03-2021,384,21,Beed,23653,3890,5164,14599,21681,1972
20 Mar-26 Mar,20-03-2021,26-03-2021,384,21,Beed,26896,5634,6398,14864,22697,4199
27 Mar-02 Apr,27-03-2021,02-04-2021,384,21,Beed,18193,3347,5457,9389,16551,1642
03 Apr-09 Apr,03-04-2021,09-04-2021,384,21,Beed,37589,2454,16435,18700,34605,2984
10 Apr-16 Apr,10-04-2021,16-04-2021,384,21,Beed,22609,1712,10260,10637,18570,4039
17 Apr-23 Apr,17-04-2021,23-04-2021,384,21,Beed,25184,3071,10215,11898,14570,10614
24 Apr-30 Apr,24-04-2021,30-04-2021,384,21,Beed,24316,2447,10177,11692,16543,7773
01 May-07 May,01-05-2021,07-05-2021,384,21,Beed,49240,9533,19519,20188,34355,14885
08 May-14 May,08-05-2021,14-05-2021,384,21,Beed,36978,7983,13154,15841,22277,14701
15 May-21 May,15-05-2021,21-05-2021,384,21,Beed,7313,1126,2605,3582,752,6561
22 May-28 May,22-05-2021,28-05-2021,384,21,Beed,32349,2180,16498,13671,29261,3088
29 May-04 Jun,29-05-2021,04-06-2021,384,21,Beed,27041,1983,13309,11749,24342,2699
